Name,Gender,Age,Country,NOC,Year,City,Sport,Event,Medal
"\"Matthew \"\"Matt\"\" Abood\"",M,30.0,Australia,AUS,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
Abdelhalim Muhammad Abou,M,27.0,Egypt,EGY,2016,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,None
Ashraf Abou El-Hassan,M,41.0,Egypt,EGY,2016,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,None
Mamdouh Taha Al-Husseini Abouebaid,M,28.0,Egypt,EGY,2016,Rio de Janeiro,Handball,Handball Men's Handball,None
Alaaeldin Ahmad El-Sayyid Abouelkassem,M,25.0,Egypt,EGY,2016,Rio de Janeiro,Fencing,"Fencing Men's Foil, Individual",None
Alaaeldin Ahmad El-Sayyid Abouelkassem,M,25.0,Egypt,EGY,2016,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",None
Melita Isidora Abraham Schssler,F,19.0,Chile,CHI,2016,Rio de Janeiro,Rowing,Rowing Women's Lightweight Double Sculls,None
Tadesse Abraham,M,33.0,Switzerland,SUI,2016,Rio de Janeiro,Athletics,Athletics Men's Marathon,None
Yelena Vasilyevna Abramchuk (Kopets-),F,28.0,Belarus,BLR,2016,Rio de Janeiro,Athletics,Athletics Women's Shot Put,None
Aliyah Abrams,F,19.0,Guyana,GUY,2016,Rio de Janeiro,Athletics,Athletics Women's 400 metres,None
Benik Abramyan,M,31.0,Georgia,GEO,2016,Rio de Janeiro,Athletics,Athletics Men's Shot Put,None
Diogo Ferreira Tribolet de Abreu,M,22.0,Portugal,POR,2016,Rio de Janeiro,Trampolining,Trampolining Men's Individual,None
rika Abril Surez,F,38.0,Colombia,COL,2016,Rio de Janeiro,Athletics,Athletics Women's Marathon,None
"\"Alejandro \"\"lex\"\" Abrines Redondo\"",M,23.0,Spain,ESP,2016,Rio de Janeiro,Basketball,Basketball Men's Basketball,Bronze
Bourhan Abro,M,21.0,Djibouti,DJI,2016,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,None
Anastasiya Aleksandrovna Abrosimova,F,26.0,Russia,RUS,2016,Rio de Janeiro,Triathlon,Triathlon Women's Olympic Distance,None
Julien Absalon,M,35.0,France,FRA,2016,Rio de Janeiro,Cycling,"Cycling Men's Mountainbike, Cross-Country",None
Methkal Marouf Abu Drais,M,32.0,Jordan,JOR,2016,Rio de Janeiro,Athletics,Athletics Men's Marathon,None
Ahmad Abughaush,M,20.0,Jordan,JOR,2016,Rio de Janeiro,Taekwondo,Taekwondo Men's Featherweight,Gold
Mohammed Abukhousa,M,23.0,Palestine,PLE,2016,Rio de Janeiro,Athletics,Athletics Men's 100 metres,None
Kariman Abuljadayel,F,22.0,Saudi Arabia,KSA,2016,Rio de Janeiro,Athletics,Athletics Women's 100 metres,None
Javier Carlos Acevedo,M,18.0,Canada,CAN,2016,Rio de Janeiro,Swimming,Swimming Men's 100 metres Backstroke,None
Javier Carlos Acevedo,M,18.0,Canada,CAN,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,None
Nicole Jocelin Acevedo Tangarife,F,21.0,Colombia,COL,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,None
Sharon Evelin Acevedo Tangarife,F,23.0,Colombia,COL,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,None
Jaouad Achab,M,23.0,Belgium,BEL,2016,Rio de Janeiro,Taekwondo,Taekwondo Men's Featherweight,None
Karem Faride Achach Ramrez,F,25.0,Mexico,MEX,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet,None
Sharath Kamal Achanta,M,34.0,India,IND,2016,Rio de Janeiro,Table Tennis,Table Tennis Men's Singles,None
Gemma Acheampong,F,23.0,Ghana,GHA,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,None
Natalie Chioma Achonwa,F,23.0,Canada,CAN,2016,Rio de Janeiro,Basketball,Basketball Women's Basketball,None
Chantal Achterberg,F,31.0,Netherlands,NED,2016,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,Silver
Bryan Josu Acosta Ramos,M,22.0,Honduras,HON,2016,Rio de Janeiro,Football,Football Men's Football,None
Julio Csar Acosta Gonzlez,M,29.0,Chile,CHI,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Featherweight,None
Marcelo Alberto Acosta Jimnez,M,20.0,El Salvador,ESA,2016,Rio de Janeiro,Swimming,Swimming Men's 200 metres Freestyle,None
Marcelo Alberto Acosta Jimnez,M,20.0,El Salvador,ESA,2016,Rio de Janeiro,Swimming,Swimming Men's 400 metres Freestyle,None
Marcelo Alberto Acosta Jimnez,M,20.0,El Salvador,ESA,2016,Rio de Janeiro,Swimming,"Swimming Men's 1,500 metres Freestyle",None
Mara Jos Acosta Acosta,F,24.0,Venezuela,VEN,2016,Rio de Janeiro,Wrestling,"Wrestling Women's Light-Heavyweight, Freestyle",None
Tanya Acosta,F,25.0,Argentina,ARG,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,None
Roberto Acua,M,25.0,Argentina,ARG,2016,Rio de Janeiro,Basketball,Basketball Men's Basketball,None
Arslanbek Aylow,M,23.0,Turkmenistan,TKM,2016,Rio de Janeiro,Boxing,Boxing Men's Middleweight,None
Seiya Adachi,M,21.0,Japan,JPN,2016,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,None
Constantin Adam,M,20.0,Romania,ROU,2016,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,None
Leonie Adam,F,23.0,Germany,GER,2016,Rio de Janeiro,Trampolining,Trampolining Women's Individual,None
Antoine Xavier Adams,M,27.0,Saint Kitts and Nevis,SKN,2016,Rio de Janeiro,Athletics,Athletics Men's 100 metres,None
Antoine Xavier Adams,M,27.0,Saint Kitts and Nevis,SKN,2016,Rio de Janeiro,Athletics,Athletics Men's 200 metres,None
Antoine Xavier Adams,M,27.0,Saint Kitts and Nevis,SKN,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,None
Natalie Cammile Adams (-Brannan),F,24.0,United States,USA,2016,Rio de Janeiro,Swimming,Swimming Women's 200 metres Butterfly,None
Liam Adams,M,29.0,Australia,AUS,2016,Rio de Janeiro,Athletics,Athletics Men's Marathon,None
Mareike Adams,F,26.0,Germany,GER,2016,Rio de Janeiro,Rowing,Rowing Women's Double Sculls,None
Nicola Virginia Adams,F,33.0,Great Britain,GBR,2016,Rio de Janeiro,Boxing,Boxing Women's Flyweight,Gold
Paul Adams,M,24.0,Australia,AUS,2016,Rio de Janeiro,Shooting,Shooting Men's Skeet,None
Rachael Alexis Adams,F,26.0,United States,USA,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze
Valerie Kasanita Adams-Vili (-Price),F,31.0,New Zealand,NZL,2016,Rio de Janeiro,Athletics,Athletics Women's Shot Put,Silver
Yasemin Adar,F,24.0,Turkey,TUR,2016,Rio de Janeiro,Wrestling,"Wrestling Women's Heavyweight, Freestyle",None
"\"Christopher Thomas \"\"Chris\"\" Adcock\"",M,27.0,Great Britain,GBR,2016,Rio de Janeiro,Badminton,Badminton Mixed Doubles,None
"\"  Gabrielle Marie \"\"Gabby\"\" Adcock (White-)\"",F,25.0,Great Britain,GBR,2016,Rio de Janeiro,Badminton,Badminton Mixed Doubles,None
James Adede,M,29.0,Kenya,KEN,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Middle-Heavyweight,None
Oluwakemi 'Kemi' Adekoya,F,23.0,Bahrain,BRN,2016,Rio de Janeiro,Athletics,Athletics Women's 400 metres,None
Odunayo Folasade Adekuoroye,F,22.0,Nigeria,NGR,2016,Rio de Janeiro,Wrestling,"Wrestling Women's Featherweight, Freestyle",None
Abrar Osman Adem,M,22.0,Eritrea,ERI,2016,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",None
Biko Adema,M,28.0,Kenya,KEN,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,None
Aminat Oluwafunmilayo Adeniyi,F,23.0,Nigeria,NGR,2016,Rio de Janeiro,Wrestling,"Wrestling Women's Lightweight, Freestyle",None
Adenzia Aparecida Ferreira da Silva,F,29.0,Brazil,BRA,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,None
Nyakisi Adero,F,30.0,Uganda,UGA,2016,Rio de Janeiro,Athletics,Athletics Women's Marathon,None
Haydy Morsy Adil,F,16.0,Egypt,EGY,2016,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Women's Individual,None
Adiyasambuu Tsolmon,F,23.0,Mongolia,MGL,2016,Rio de Janeiro,Judo,Judo Women's Half-Lightweight,None
"\"Bradley Don \"\"Brad\"\" Adkins\"",M,22.0,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Men's High Jump,None
Aurimas Adomaviius,M,22.0,Lithuania,LTU,2016,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,None
Nathan Ghar-Jun Adrian,M,27.0,United States,USA,2016,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,Bronze
Nathan Ghar-Jun Adrian,M,27.0,United States,USA,2016,Rio de Janeiro,Swimming,Swimming Men's 100 metres Freestyle,Bronze
Nathan Ghar-Jun Adrian,M,27.0,United States,USA,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
Nathan Ghar-Jun Adrian,M,27.0,United States,USA,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
Vera Adrian,F,22.0,Namibia,NAM,2016,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",None
"\"Adriana \"\"Adrianinha\"\" Moiss Pinto\"",F,37.0,Brazil,BRA,2016,Rio de Janeiro,Basketball,Basketball Women's Basketball,None
Erkin Adylbek uulu,M,25.0,Kyrgyzstan,KGZ,2016,Rio de Janeiro,Boxing,Boxing Men's Light-Heavyweight,None
Jasper Aerents,M,23.0,Belgium,BEL,2016,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,None
Jasper Aerents,M,23.0,Belgium,BEL,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,None
Brian O'Neill Afanador Prez,M,19.0,Puerto Rico,PUR,2016,Rio de Janeiro,Table Tennis,Table Tennis Men's Singles,None
Khairulnizam Mohd Afendy,M,23.0,Malaysia,MAS,2016,Rio de Janeiro,Sailing,Sailing Men's One Person Dinghy,None
Ahmed Afifi,M,28.0,Egypt,EGY,2016,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,None
Evelina Afoa,F,17.0,Samoa,SAM,2016,Rio de Janeiro,Swimming,Swimming Women's 100 metres Backstroke,None
Paixo Afonso,M,25.0,Angola,ANG,2016,Rio de Janeiro,Sailing,Sailing Men's Two Person Dinghy,None
Marina Anatolyevna Aframeyeva,F,25.0,Russia,RUS,2016,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Individual",None
Cecil Sebastian Afrika,M,28.0,South Africa,RSA,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze
Khristos Afroudakis,M,32.0,Greece,GRE,2016,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,None
"\"Timothy Ernest Victor Kwizera \"\"Tim\"\" Agaba\"",M,27.0,South Africa,RSA,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze
Luca Agamennoni,M,35.0,Italy,ITA,2016,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,None
Clarisse Agbegnenou,F,23.0,France,FRA,2016,Rio de Janeiro,Judo,Judo Women's Half-Middleweight,Silver
Maia Kristiane Agerup,F,21.0,Norway,NOR,2016,Rio de Janeiro,Sailing,Sailing Women's Skiff,None
Ragna Agerup,F,21.0,Norway,NOR,2016,Rio de Janeiro,Sailing,Sailing Women's Skiff,None
Levon Aghasyan,M,21.0,Armenia,ARM,2016,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,None
Yannick Agnel,M,24.0,France,FRA,2016,Rio de Janeiro,Swimming,Swimming Men's 200 metres Freestyle,None
Salvador Jos Milhazes Agra,M,24.0,Portugal,POR,2016,Rio de Janeiro,Football,Football Men's Football,None
Renzo Pasquale Zeglio Agresta,M,31.0,Brazil,BRA,2016,Rio de Janeiro,Fencing,"Fencing Men's Sabre, Individual",None
Norisbeth Isais Agudo Gonzlez,F,24.0,Venezuela,VEN,2016,Rio de Janeiro,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,None
Alessandra Aguilar Morn,F,38.0,Spain,ESP,2016,Rio de Janeiro,Athletics,Athletics Women's Marathon,None
Evelis Jazmin Aguilar Torres,F,23.0,Colombia,COL,2016,Rio de Janeiro,Athletics,Athletics Women's Heptathlon,None
Felipe Aguilar Mendoza,M,23.0,Colombia,COL,2016,Rio de Janeiro,Football,Football Men's Football,None
Felipe Aguilar Schler,M,41.0,Chile,CHI,2016,Rio de Janeiro,Golf,Golf Men's Individual,None
Iaki Aguilar Vicente,M,32.0,Spain,ESP,2016,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,None
Macarena Aguilar Daz,F,31.0,Spain,ESP,2016,Rio de Janeiro,Handball,Handball Women's Handball,None
Sandra Aguilar Navarro,F,23.0,Spain,ESP,2016,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
Yulenmis Aguilar Martnez,F,20.0,Cuba,CUB,2016,Rio de Janeiro,Athletics,Athletics Women's Javelin Throw,None
Tomas Alonso Aguilera Armendariz,M,27.0,Mexico,MEX,2016,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,None
Carolina Aguirre Giraldo,F,20.0,Colombia,COL,2016,Rio de Janeiro,Archery,Archery Women's Individual,None
Carolina Aguirre Giraldo,F,20.0,Colombia,COL,2016,Rio de Janeiro,Archery,Archery Women's Team,None
rick Germain Aguirre Tafolla,M,19.0,Mexico,MEX,2016,Rio de Janeiro,Football,Football Men's Football,None
Gabriela Aguirre,F,30.0,Argentina,ARG,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,None
Marcelo Vctor Aguirre,M,23.0,Paraguay,PAR,2016,Rio de Janeiro,Table Tennis,Table Tennis Men's Singles,None
Sri Wahyuni Agustiani,F,21.0,Indonesia,INA,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Flyweight,Silver
Kelsie Ahbe,F,25.0,Canada,CAN,2016,Rio de Janeiro,Athletics,Athletics Women's Pole Vault,None
Christian Ahlmann,M,41.0,Germany,GER,2016,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",None
Christian Ahlmann,M,41.0,Germany,GER,2016,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
Tontowi Ahmad,M,29.0,Indonesia-1,INA,2016,Rio de Janeiro,Badminton,Badminton Mixed Doubles,Gold
Elaheh Ahmadi,F,34.0,Iran,IRI,2016,Rio de Janeiro,Shooting,"Shooting Women's Air Rifle, 10 metres",None
Esraa Ahmed El-Sayed,F,17.0,Egypt,EGY,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Middleweight,None
Ghofran Ahmed Zaki,M,23.0,Egypt,EGY,2016,Rio de Janeiro,Taekwondo,Taekwondo Men's Featherweight,None
Mohammed Ahmed,M,25.0,Canada,CAN,2016,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",None
Mohammed Ahmed,M,25.0,Canada,CAN,2016,Rio de Janeiro,Athletics,"Athletics Men's 10,000 metres",None
Samia Mohamed Hagrass Ahmed,F,20.0,Egypt,EGY,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet,None
Samia Mohamed Hagrass Ahmed,F,20.0,Egypt,EGY,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,None
Masbah Ahmmed,M,21.0,Bangladesh,BAN,2016,Rio de Janeiro,Athletics,Athletics Men's 100 metres,None
Murielle Ahour,F,28.0,Cote d'Ivoire,CIV,2016,Rio de Janeiro,Athletics,Athletics Women's 100 metres,None
Murielle Ahour,F,28.0,Cote d'Ivoire,CIV,2016,Rio de Janeiro,Athletics,Athletics Women's 200 metres,None
Gaby Diana Ahrens,F,35.0,Namibia,NAM,2016,Rio de Janeiro,Shooting,Shooting Women's Trap,None
Mohammad Ahsan,M,28.0,Indonesia,INA,2016,Rio de Janeiro,Badminton,Badminton Men's Doubles,None
Nicole Ahsinger,F,18.0,United States,USA,2016,Rio de Janeiro,Trampolining,Trampolining Women's Individual,None
Michelle-Lee Raquel Ahye,F,24.0,Trinidad and Tobago,TTO,2016,Rio de Janeiro,Athletics,Athletics Women's 100 metres,None
Michelle-Lee Raquel Ahye,F,24.0,Trinidad and Tobago,TTO,2016,Rio de Janeiro,Athletics,Athletics Women's 200 metres,None
Michelle-Lee Raquel Ahye,F,24.0,Trinidad and Tobago,TTO,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,None
Ai Yanhan,F,14.0,China,CHN,2016,Rio de Janeiro,Swimming,Swimming Women's 200 metres Freestyle,None
Ai Yanhan,F,14.0,China,CHN,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,None
Jrmy Aicardi,M,27.0,France,FRA,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,None
Matteo Aicardi,M,30.0,Italy,ITA,2016,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Bronze
Vlad-Drago Aicoboae,M,22.0,Romania,ROU,2016,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,None
Neringa Aidietyt,F,33.0,Lithuania,LTU,2016,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,None
Rosaria Aiello,F,27.0,Italy,ITA,2016,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Silver
Hannes Aigner,M,27.0,Germany,GER,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, Slalom",None
Harry Leslie Aikines-Aryeetey,M,27.0,Great Britain,GBR,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,None
Sophie Claire Ainsworth,F,27.0,Great Britain,GBR,2016,Rio de Janeiro,Sailing,Sailing Women's Skiff,None
Saiyidah Aisyah Mohamed Rafa'ee,F,28.0,Singapore,SGP,2016,Rio de Janeiro,Rowing,Rowing Women's Single Sculls,None
Rachid Ait Atmane,M,23.0,Algeria,ALG,2016,Rio de Janeiro,Football,Football Men's Football,None
Anasse At El Abdia,M,23.0,Morocco,MAR,2016,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",None
Zied Ait Ouagram,M,27.0,Morocco,MAR,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",None
Samir At Sad,M,26.0,France,FRA,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,None
Samir At Sad,M,26.0,France,FRA,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,None
Souad At Salem (-Mahour-Bacha),F,37.0,Algeria,ALG,2016,Rio de Janeiro,Athletics,Athletics Women's Marathon,None
Efe Ajagba,M,22.0,Nigeria,NGR,2016,Rio de Janeiro,Boxing,Boxing Men's Super-Heavyweight,None
