Name,Gender,Age,Country,NOC,Year,City,Sport,Event,Medal
Yota Arase,M,18.0,Japan,JPN,2000,Sydney,Swimming,"Swimming Men's 1,500 metres Freestyle",None
Odile Arboles-Souchon,F,25.0,France,FRA,2000,Sydney,Diving,Diving Women's Platform,None
Odile Arboles-Souchon,F,25.0,France,FRA,2000,Sydney,Diving,Diving Women's Synchronized Platform,None
Mara Mercedes Arceo Guevara,F,34.0,Cuba,CUB,2000,Sydney,Softball,Softball Women's Softball,None
Simon David Archer,M,27.0,Great Britain-2,GBR,2000,Sydney,Badminton,Badminton Mixed Doubles,Bronze
Simon David Archer,M,27.0,Great Britain-2,GBR,2000,Sydney,Badminton,Badminton Men's Doubles,None
Walter Dario Arciprete,M,21.0,Argentina,ARG,2000,Sydney,Swimming,Swimming Men's 200 metres Individual Medley,None
Vanesa Arenas Comeron,F,21.0,Spain,ESP,2000,Sydney,Judo,Judo Women's Extra-Lightweight,None
Yordanis Arencibia Verdecia,M,20.0,Cuba,CUB,2000,Sydney,Judo,Judo Men's Half-Lightweight,None
Nancy Arendt-Kemp,F,31.0,Luxembourg,LUX,2000,Sydney,Triathlon,Triathlon Women's Olympic Distance,None
Maarten Johannes Arens,M,28.0,Netherlands,NED,2000,Sydney,Judo,Judo Men's Half-Middleweight,None
Alexandros Aresti,M,17.0,Cyprus,CYP,2000,Sydney,Swimming,Swimming Men's 200 metres Freestyle,None
Alexeis Argilagos Segura,M,29.0,Cuba,CUB,2000,Sydney,Volleyball,Volleyball Men's Volleyball,None
Ismely Arias Castillo,M,23.0,Cuba,CUB,2000,Sydney,Archery,Archery Men's Individual,None
Magomed Davudovich Aripgadzhiyev,M,22.0,Azerbaijan,AZE,2000,Sydney,Boxing,Boxing Men's Heavyweight,None
Dilshod Aripov,M,23.0,Uzbekistan,UZB,2000,Sydney,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",None
Anna Valeryevna Arkhipova,F,27.0,Russia,RUS,2000,Sydney,Basketball,Basketball Women's Basketball,None
Gregory Arkhurst,M,24.0,Cote d'Ivoire,CIV,2000,Sydney,Swimming,Swimming Men's 100 metres Freestyle,None
Fernando Arlete,M,21.0,Guinea Bissau,GBS,2000,Sydney,Athletics,Athletics Men's 100 metres,None
"\"Catherine Marie Joelle \"\"Cath\"\" Arlove\"",F,29.0,Australia,AUS,2000,Sydney,Judo,Judo Women's Middleweight,None
Friederike Arlt,F,16.0,Germany,GER,2000,Sydney,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,None
"\"Jennifer Margaret \"\"Jenny\"\" Armstrong\"",F,30.0,Australia,AUS,2000,Sydney,Sailing,Sailing Women's Two Person Dinghy,Gold
Lance Edward Armstrong (Gunderson-),M,28.0,United States,USA,2000,Sydney,Cycling,"Cycling Men's Road Race, Individual",None
Lance Edward Armstrong (Gunderson-),M,28.0,United States,USA,2000,Sydney,Cycling,Cycling Men's Individual Time Trial,None
Gurn Arnardttir,F,28.0,Iceland,ISL,2000,Sydney,Athletics,Athletics Women's 400 metres Hurdles,None
rn Arnarson,M,19.0,Iceland,ISL,2000,Sydney,Swimming,Swimming Men's 200 metres Freestyle,None
rn Arnarson,M,19.0,Iceland,ISL,2000,Sydney,Swimming,Swimming Men's 200 metres Backstroke,None
"\"Javier \"\"Xavi\"\" Arnau Creus\"",M,27.0,Spain,ESP,2000,Sydney,Hockey,Hockey Men's Hockey,None
Jirka Arndt,M,27.0,Germany,GER,2000,Sydney,Athletics,"Athletics Men's 5,000 metres",None
Judith Arndt,F,24.0,Germany,GER,2000,Sydney,Cycling,Cycling Women's Individual Time Trial,None
Judith Arndt,F,24.0,Germany,GER,2000,Sydney,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",None
Judith Arndt,F,24.0,Germany,GER,2000,Sydney,Cycling,Cycling Women's Points Race,None
Vegard Arnhoff,M,22.0,Norway,NOR,2000,Sydney,Sailing,Sailing Mixed Skiff,None
Clemens Arnold,M,22.0,Germany,GER,2000,Sydney,Hockey,Hockey Men's Hockey,None
Abdessalem Arous,M,21.0,Tunisia,TUN,2000,Sydney,Judo,Judo Men's Half-Middleweight,None
Marie-Luc Arpin,F,22.0,Canada,CAN,2000,Sydney,Water Polo,Water Polo Women's Water Polo,None
Igone Arribas Bailn,F,17.0,Spain,ESP,2000,Sydney,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,None
Christine Arron,F,27.0,France,FRA,2000,Sydney,Athletics,Athletics Women's 100 metres,None
Christine Arron,F,27.0,France,FRA,2000,Sydney,Athletics,Athletics Women's 4 x 100 metres Relay,None
Ins Arrondo,F,22.0,Argentina,ARG,2000,Sydney,Hockey,Hockey Women's Hockey,Silver
Gavin Baxter Arroyo,M,28.0,United States,USA,2000,Sydney,Water Polo,Water Polo Men's Water Polo,None
"\"Christian Marcelo \"\"Chelly\"\" Arrue\"",M,31.0,United States,USA,2000,Sydney,Cycling,Cycling Men's Sprint,None
"\"Christian Marcelo \"\"Chelly\"\" Arrue\"",M,31.0,United States,USA,2000,Sydney,Cycling,Cycling Men's Keirin,None
"\"Christian Marcelo \"\"Chelly\"\" Arrue\"",M,31.0,United States,USA,2000,Sydney,Cycling,Cycling Men's Team Sprint,None
Francisco Esteban Arru Pardo,M,23.0,Chile,CHI,2000,Sydney,Football,Football Men's Football,Bronze
"\"Samantha \"\"Sam\"\" Arsenault (-Livingstone)\"",F,18.0,United States,USA,2000,Sydney,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
Yasin Arslan,M,22.0,Turkey,TUR,2000,Sydney,Weightlifting,Weightlifting Men's Lightweight,None
Olga Artamonova,F,22.0,Kyrgyzstan,KGZ,2000,Sydney,Judo,Judo Women's Half-Middleweight,None
Yevgeniya Viktorovna Artamonova-Estes,F,25.0,Russia,RUS,2000,Sydney,Volleyball,Volleyball Women's Volleyball,Silver
Gabriel Israel Arteaga Risquet,M,23.0,Cuba,CUB,2000,Sydney,Judo,Judo Men's Half-Middleweight,None
Olga Dmitriyevna Arteshina,F,17.0,Russia,RUS,2000,Sydney,Basketball,Basketball Women's Basketball,None
Kurt Asle Arvesen,M,25.0,Norway,NOR,2000,Sydney,Cycling,"Cycling Men's Road Race, Individual",None
Sergey Arzamasov,M,29.0,Kazakhstan,KAZ,2000,Sydney,Athletics,Athletics Men's Triple Jump,None
Shinobu Asagoe,F,24.0,Japan,JPN,2000,Sydney,Tennis,Tennis Women's Singles,None
Nobuharu Asahara,M,28.0,Japan,JPN,2000,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,None
Giorgi Asanidze,M,25.0,Georgia,GEO,2000,Sydney,Weightlifting,Weightlifting Men's Light-Heavyweight,Bronze
Mayumi Asano,F,24.0,Japan,JPN,2000,Sydney,Archery,Archery Women's Individual,None
Sergei Aschwanden,M,24.0,Switzerland,SUI,2000,Sydney,Judo,Judo Men's Half-Middleweight,None
Marko Tapio Asell,M,30.0,Finland,FIN,2000,Sydney,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",None
Rakymzhan Asembekov,M,22.0,Kazakhstan,KAZ,2000,Sydney,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",None
Fana Ashby,F,19.0,Trinidad and Tobago,TTO,2000,Sydney,Athletics,Athletics Women's 100 metres,None
Sergey Ashikhmin,M,23.0,Kyrgyzstan,KGZ,2000,Sydney,Swimming,Swimming Men's 50 metres Freestyle,None
Sergey Ashikhmin,M,23.0,Kyrgyzstan,KGZ,2000,Sydney,Swimming,Swimming Men's 100 metres Freestyle,None
Sergey Ashikhmin,M,23.0,Kyrgyzstan,KGZ,2000,Sydney,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,None
Sergey Ashikhmin,M,23.0,Kyrgyzstan,KGZ,2000,Sydney,Swimming,Swimming Men's 4 x 100 metres Medley Relay,None
Ali Ashkani Aghbolagh,M,21.0,Iran,IRI,2000,Sydney,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",None
Kamran Ashraf,M,26.0,Pakistan,PAK,2000,Sydney,Hockey,Hockey Men's Hockey,None
Jackson Asiku,M,21.0,Uganda,UGA,2000,Sydney,Boxing,Boxing Men's Flyweight,None
Hossein Askari,M,25.0,Iran,IRI,2000,Sydney,Cycling,"Cycling Men's Road Race, Individual",None
Almaz Askarov,M,27.0,Kyrgyzstan,KGZ,2000,Sydney,Wrestling,"Wrestling Men's Welterweight, Freestyle",None
Haseri Asli,M,26.0,Brunei,BRU,2000,Sydney,Athletics,Athletics Men's 100 metres,None
Brahim Asloum,M,21.0,France,FRA,2000,Sydney,Boxing,Boxing Men's Light-Flyweight,Gold
Bolota Asmerom,M,21.0,Eritrea,ERI,2000,Sydney,Athletics,"Athletics Men's 5,000 metres",None
"\"Helene \"\"Lena\"\" Asmus\"",F,18.0,Germany,GER,2000,Sydney,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,None
Dina Aspandiyarova,F,24.0,Kazakhstan,KAZ,2000,Sydney,Shooting,"Shooting Women's Air Pistol, 10 metres",None
Dina Aspandiyarova,F,24.0,Kazakhstan,KAZ,2000,Sydney,Shooting,"Shooting Women's Sporting Pistol, 25 metres",None
Jonathan E. T. Asselin,M,41.0,Canada,CAN,2000,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Individual",None
Jonathan E. T. Asselin,M,41.0,Canada,CAN,2000,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Team",None
Igor Vyacheslavovich Astapkovich,M,37.0,Belarus,BLR,2000,Sydney,Athletics,Athletics Men's Hammer Throw,Bronze
Luis Astolfi Prez de Guzmn,M,41.0,Spain,ESP,2000,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Individual",None
Luis Astolfi Prez de Guzmn,M,41.0,Spain,ESP,2000,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Team",None
rad Suleyman Aumova,F,42.0,Azerbaijan,AZE,2000,Sydney,Shooting,"Shooting Women's Air Pistol, 10 metres",None
rad Suleyman Aumova,F,42.0,Azerbaijan,AZE,2000,Sydney,Shooting,"Shooting Women's Sporting Pistol, 25 metres",None
Nikolay Atanasov Atanasov,M,25.0,Bulgaria,BUL,2000,Sydney,Athletics,Athletics Men's Long Jump,None
Gabriela Atanasova,F,16.0,Bulgaria,BUL,2000,Sydney,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,None
Galina Atayeva,F,28.0,Turkmenistan,TKM,2000,Sydney,Judo,Judo Women's Extra-Lightweight,None
Angela Atede,F,28.0,Nigeria,NGR,2000,Sydney,Athletics,Athletics Women's 100 metres Hurdles,None
Areti Athanasopoulou,F,22.0,Greece,GRE,2000,Sydney,Taekwondo,Taekwondo Women's Featherweight,None
Athirson Mazolli e Oliveira,M,23.0,Brazil,BRA,2000,Sydney,Football,Football Men's Football,None
Janelle Anya Monique Atkinson (-Wignall),F,17.0,Jamaica,JAM,2000,Sydney,Swimming,Swimming Women's 400 metres Freestyle,None
Janelle Anya Monique Atkinson (-Wignall),F,17.0,Jamaica,JAM,2000,Sydney,Swimming,Swimming Women's 800 metres Freestyle,None
Alessandro Attene,M,23.0,Italy,ITA,2000,Sydney,Athletics,Athletics Men's 400 metres,None
Francesco Attolico,M,37.0,Italy,ITA,2000,Sydney,Water Polo,Water Polo Men's Water Polo,None
Louis Mark Attrill,M,25.0,Great Britain,GBR,2000,Sydney,Rowing,Rowing Men's Coxed Eights,Gold
Lesley Attwell,F,28.0,Canada,CAN,2000,Sydney,Softball,Softball Women's Softball,None
Joe Atuhaire,M,22.0,Uganda,UGA,2000,Sydney,Swimming,Swimming Men's 100 metres Breaststroke,None
Philippe Aubertin,M,31.0,France,FRA,2000,Sydney,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",None
Philippe Aubertin,M,31.0,France,FRA,2000,Sydney,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",None
Doris Auer,F,29.0,Austria,AUT,2000,Sydney,Athletics,Athletics Women's Pole Vault,None
Isabelle Auger,F,31.0,Canada,CAN,2000,Sydney,Water Polo,Water Polo Women's Water Polo,None
Celestin Augustin,M,29.0,Madagascar,MAD,2000,Sydney,Boxing,Boxing Men's Flyweight,None
Jean Fernando Augustin,M,20.0,Mauritius,MRI,2000,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,None
Karl Magnus Augustson,M,27.0,Sweden,SWE,2000,Sydney,Sailing,Sailing Mixed Three Person Keelboat,None
Loredana Auletta,F,31.0,Italy,ITA,2000,Sydney,Softball,Softball Women's Softball,None
Miika Juha Ilmari Aulio,M,24.0,Finland,FIN,2000,Sydney,Archery,Archery Men's Individual,None
Thomas Auracher,M,30.0,Germany,GER,2000,Sydney,Sailing,Sailing Mixed Two Person Keelboat,None
Lauri Aus,M,29.0,Estonia,EST,2000,Sydney,Cycling,"Cycling Men's Road Race, Individual",None
Lauri Aus,M,29.0,Estonia,EST,2000,Sydney,Cycling,Cycling Men's Individual Time Trial,None
Charles Allen Austin,M,32.0,United States,USA,2000,Sydney,Athletics,Athletics Men's High Jump,None
"\"Thomas \"\"Tom\"\" Auth\"",M,32.0,United States,USA,2000,Sydney,Rowing,Rowing Men's Lightweight Coxless Fours,None
Nadine Auzeil-Schoellkopf,F,36.0,France,FRA,2000,Sydney,Athletics,Athletics Women's Javelin Throw,None
"\"Aleksandr \"\"Alex\"\" Averbukh\"",M,25.0,Israel,ISR,2000,Sydney,Athletics,Athletics Men's Pole Vault,None
Nigel Seton Avery,M,33.0,New Zealand,NZL,2000,Sydney,Weightlifting,Weightlifting Men's Super-Heavyweight,None
Yerdzhanik Zhorayevna Avetisyan,F,30.0,Russia,RUS,2000,Sydney,Shooting,Shooting Women's Skeet,None
Andrea Vernica vila,F,30.0,Argentina,ARG,2000,Sydney,Athletics,Athletics Women's Long Jump,None
Ruslan Shamilyevich Avleyev,M,24.0,Russia,RUS,2000,Sydney,Basketball,Basketball Men's Basketball,None
Nazmi Avluca,M,23.0,Turkey,TUR,2000,Sydney,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",None
Dimitrios Avramis,M,25.0,Greece,GRE,2000,Sydney,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",None
Patience Avre,F,24.0,Nigeria,NGR,2000,Sydney,Football,Football Women's Football,None
Hovhannes Avtandilyan,M,22.0,Armenia,ARM,2000,Sydney,Diving,Diving Men's Platform,None
Hazem Awaad,M,26.0,Egypt,EGY,2000,Sydney,Handball,Handball Men's Handball,None
Eslam Awad,M,24.0,Egypt,EGY,2000,Sydney,Volleyball,Volleyball Men's Volleyball,None
Haitham El-Husseini Awad,M,23.0,Egypt,EGY,2000,Sydney,Judo,Judo Men's Lightweight,None
Nduka Awazie,M,19.0,Nigeria,NGR,2000,Sydney,Athletics,Athletics Men's 400 metres,None
Nduka Awazie,M,19.0,Nigeria,NGR,2000,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Mark Anthony Awere,M,21.0,Ghana,GHA,2000,Sydney,Athletics,Athletics Men's Long Jump,None
Maria Awori,F,15.0,Kenya,KEN,2000,Sydney,Swimming,Swimming Women's 100 metres Freestyle,None
Hans Peter Christian Axelsson,M,33.0,Sweden,SWE,2000,Sydney,Badminton,Badminton Men's Doubles,None
Tarek Ayad,M,27.0,Libya,LBA,2000,Sydney,Judo,Judo Men's Half-Lightweight,None
Omrane Ayari,M,28.0,Tunisia,TUN,2000,Sydney,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",None
Anouar Ayed,M,22.0,Tunisia,TUN,2000,Sydney,Handball,Handball Men's Handball,None
Makrem Ayed,M,27.0,Tunisia,TUN,2000,Sydney,Judo,Judo Men's Extra-Lightweight,None
Athouhon Louise Aytotch,F,30.0,Cote d'Ivoire,CIV,2000,Sydney,Athletics,Athletics Women's 100 metres,None
Athouhon Louise Aytotch,F,30.0,Cote d'Ivoire,CIV,2000,Sydney,Athletics,Athletics Women's 200 metres,None
Athouhon Louise Aytotch,F,30.0,Cote d'Ivoire,CIV,2000,Sydney,Athletics,Athletics Women's 4 x 100 metres Relay,None
Sreyya Ayhan (-Kop),F,22.0,Turkey,TUR,2000,Sydney,Athletics,"Athletics Women's 1,500 metres",None
"\"Luciana Paula \"\"Lucha\"\" Aymar\"",F,23.0,Argentina,ARG,2000,Sydney,Hockey,Hockey Women's Hockey,Silver
Sanjay Claude Ayre,M,20.0,Jamaica,JAM,2000,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
Yelena Yuryevna Azarova,F,27.0,Russia,RUS,2000,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
Filiberto Azcuy Aguilera,M,27.0,Cuba,CUB,2000,Sydney,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Gold
Jos Bento Azevedo Carvalho,M,26.0,Portugal,POR,2000,Sydney,Cycling,"Cycling Men's Road Race, Individual",None
"\"Anthony Lawrence \"\"Tony\"\" Azevedo\"",M,18.0,United States,USA,2000,Sydney,Water Polo,Water Polo Men's Water Polo,None
Karina Borisovna Aznavuryan,F,25.0,Russia,RUS,2000,Sydney,Fencing,"Fencing Women's epee, Individual",None
Karina Borisovna Aznavuryan,F,25.0,Russia,RUS,2000,Sydney,Fencing,"Fencing Women's epee, Team",Gold
Sandra Azn Canalda,F,26.0,Spain,ESP,2000,Sydney,Sailing,Sailing Women's Two Person Dinghy,None
Oren Eliahu Azrad,M,24.0,Israel,ISR,2000,Sydney,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,None
Mohamed Azzaoui,M,24.0,Algeria,ALG,2000,Sydney,Boxing,Boxing Men's Heavyweight,None
Yasmina Azzizi (-Kettab),F,34.0,Algeria,ALG,2000,Sydney,Athletics,Athletics Women's Heptathlon,None
Mehdi Abdelhafid Baala,M,22.0,France,FRA,2000,Sydney,Athletics,"Athletics Men's 1,500 metres",None
Madelon Baans,F,22.0,Netherlands,NED,2000,Sydney,Swimming,Swimming Women's 100 metres Breaststroke,None
Madelon Baans,F,22.0,Netherlands,NED,2000,Sydney,Swimming,Swimming Women's 4 x 100 metres Medley Relay,None
Baatarkhgiin Battsetseg,F,24.0,Mongolia,MGL,2000,Sydney,Athletics,"Athletics Women's 5,000 metres",None
Youssef Baba,M,21.0,Morocco,MAR,2000,Sydney,Athletics,"Athletics Men's 1,500 metres",None
Inha Alvidasivna Babakova (Butkus-),F,33.0,Ukraine,UKR,2000,Sydney,Athletics,Athletics Women's High Jump,None
"Lszl Bably, Jr.",M,22.0,Hungary,HUN,2000,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,None
Marian Baban,M,24.0,Romania,ROU,2000,Sydney,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",None
Celestine Boyd Jonto Hycieth Babayaro,M,22.0,Nigeria,NGR,2000,Sydney,Football,Football Men's Football,None
Michael Babb,M,36.0,Great Britain,GBR,2000,Sydney,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",None
Sorin Babii,M,36.0,Romania,ROU,2000,Sydney,Shooting,"Shooting Men's Air Pistol, 10 metres",None
Sorin Babii,M,36.0,Romania,ROU,2000,Sydney,Shooting,"Shooting Men's Free Pistol, 50 metres",None
Chetan Panduranga Baboor,M,26.0,India,IND,2000,Sydney,Table Tennis,Table Tennis Men's Singles,None
Chetan Panduranga Baboor,M,26.0,India,IND,2000,Sydney,Table Tennis,Table Tennis Men's Doubles,None
Juraj Baa,M,23.0,Slovakia,SVK,2000,Sydney,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",None
Juraj Baa,M,23.0,Slovakia,SVK,2000,Sydney,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",None
Orlando Baccino Granja,M,29.0,Argentina,ARG,2000,Sydney,Judo,Judo Men's Heavyweight,None
Bjrn Bach,M,24.0,Germany,GER,2000,Sydney,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
Janni Bach,F,34.0,Australia,AUS,2000,Sydney,Handball,Handball Women's Handball,None
Peter Bach,M,34.0,Australia,AUS,2000,Sydney,Handball,Handball Men's Handball,None
Amor Bach Hanba,M,23.0,Tunisia,TUN,2000,Sydney,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",None
Gertrud Bacher (-Schpf),F,29.0,Italy,ITA,2000,Sydney,Athletics,Athletics Women's Heptathlon,None
"\"Sandra Atsuko \"\"Sandy\"\" Bacher\"",F,32.0,United States,USA,2000,Sydney,Judo,Judo Women's Middleweight,None
Adrian Hermann Bachmann,M,24.0,Switzerland,SUI,2000,Sydney,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",None
Adrian Hermann Bachmann,M,24.0,Switzerland,SUI,2000,Sydney,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",None
"\"Stephen James \"\"Steve\"\" Backley\"",M,31.0,Great Britain,GBR,2000,Sydney,Athletics,Athletics Men's Javelin Throw,Silver
Magnus Peter Bckstedt,M,25.0,Sweden,SWE,2000,Sydney,Cycling,"Cycling Men's Road Race, Individual",None
Karol Bao,M,22.0,Slovakia,SVK,2000,Sydney,Water Polo,Water Polo Men's Water Polo,None
Sunday Bada,M,31.0,Nigeria,NGR,2000,Sydney,Athletics,Athletics Men's 400 metres,None
Sunday Bada,M,31.0,Nigeria,NGR,2000,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Lance Thomas Bade,M,29.0,United States,USA,2000,Sydney,Shooting,Shooting Men's Trap,None
Lance Thomas Bade,M,29.0,United States,USA,2000,Sydney,Shooting,Shooting Men's Double Trap,None
Otilia Bdescu,F,29.0,Romania,ROU,2000,Sydney,Table Tennis,Table Tennis Women's Singles,None
Otilia Bdescu,F,29.0,Romania,ROU,2000,Sydney,Table Tennis,Table Tennis Women's Doubles,None
Franck William Badiou,M,33.0,France,FRA,2000,Sydney,Shooting,"Shooting Men's Air Rifle, 10 metres",None
Cezar Alexandru Bdi,M,21.0,Romania,ROU,2000,Sydney,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,None
Cezar Alexandru Bdi,M,21.0,Romania,ROU,2000,Sydney,Swimming,Swimming Men's 200 metres Individual Medley,None
Cezar Alexandru Bdi,M,21.0,Romania,ROU,2000,Sydney,Swimming,Swimming Men's 400 metres Individual Medley,None
Badmaanyambuugiin Bat-Erdene,M,36.0,Mongolia,MGL,2000,Sydney,Judo,Judo Men's Heavyweight,None
Bair Dorzhiyevich Badyonov,M,24.0,Russia,RUS,2000,Sydney,Archery,Archery Men's Individual,None
Bair Dorzhiyevich Badyonov,M,24.0,Russia,RUS,2000,Sydney,Archery,Archery Men's Team,None
Bae Jin-Seok,M,21.0,South Korea,KOR,2000,Sydney,Boxing,Boxing Men's Welterweight,None
Bae Seong-Deok,M,30.0,South Korea,KOR,2000,Sydney,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",None
Bae Seong-Deok,M,30.0,South Korea,KOR,2000,Sydney,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",None
Baek Seung-Do,M,32.0,South Korea,KOR,2000,Sydney,Athletics,Athletics Men's Marathon,None
Baek Won-Cheol,M,23.0,South Korea,KOR,2000,Sydney,Handball,Handball Men's Handball,None
Armen Yuryevich Bagdasarov,M,28.0,Uzbekistan,UZB,2000,Sydney,Judo,Judo Men's Half-Heavyweight,None
Nathan Baggaley,M,24.0,Australia,AUS,2000,Sydney,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",None
Nasria Baghdad-Azadj,F,28.0,Algeria,ALG,2000,Sydney,Athletics,"Athletics Women's 10,000 metres",None
Kouroush Bagheri,M,22.0,Iran,IRI,2000,Sydney,Weightlifting,Weightlifting Men's Middle-Heavyweight,None
Faiq Barov,M,24.0,Azerbaijan,AZE,2000,Sydney,Athletics,Athletics Men's 800 metres,None
Natik Nadirovich Bagirov,M,36.0,Belarus,BLR,2000,Sydney,Judo,Judo Men's Extra-Lightweight,None
Ivan Baglayev,M,24.0,Kazakhstan,KAZ,2000,Sydney,Judo,Judo Men's Half-Lightweight,None
Mariama Sonah Bah,F,22.0,Guinea,GUI,2000,Sydney,Judo,Judo Women's Middleweight,None
Kamal Bahamdan,M,30.0,Saudi Arabia,KSA,2000,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Individual",None
Mohamed Azreen Bahari,M,16.0,Malaysia,MAS,2000,Sydney,Diving,Diving Men's Platform,None
Gunnar Bahr,M,25.0,Germany,GER,2000,Sydney,Sailing,Sailing Mixed Three Person Keelboat,Silver
Bai Jie,F,28.0,China,CHN,2000,Sydney,Football,Football Women's Football,None
"\"Dermival \"\"Baiano\"\" Almeida Lima\"",M,22.0,Brazil,BRA,2000,Sydney,Football,Football Men's Football,None
Donovan Bailey,M,32.0,Canada,CAN,2000,Sydney,Athletics,Athletics Men's 100 metres,None
Jaye Bailey,F,27.0,New Zealand,NZL,2000,Sydney,Softball,Softball Women's Softball,None
Ryan Bailey,M,25.0,United States,USA,2000,Sydney,Water Polo,Water Polo Men's Water Polo,None
Luce Baillargeon,F,23.0,Canada,CAN,2000,Sydney,Judo,Judo Women's Half-Lightweight,None
"\"John \"\"Johnny\"\" Bairos\"",M,22.0,United States,USA,2000,Sydney,Cycling,Cycling Men's Team Sprint,None
Cristian Bajan,M,32.0,Australia,AUS,2000,Sydney,Handball,Handball Men's Handball,None
Olga Bakaldina,F,15.0,Russia,RUS,2000,Sydney,Swimming,Swimming Women's 100 metres Breaststroke,None
Olga Bakaldina,F,15.0,Russia,RUS,2000,Sydney,Swimming,Swimming Women's 200 metres Breaststroke,None
Olga Bakaldina,F,15.0,Russia,RUS,2000,Sydney,Swimming,Swimming Women's 4 x 100 metres Medley Relay,None
Clara Monika Bakale,F,21.0,Congo (Brazzaville),CGO,2000,Sydney,Swimming,Swimming Women's 100 metres Backstroke,None
Nor Azlan Bakar,M,22.0,Malaysia,MAS,2000,Sydney,Hockey,Hockey Men's Hockey,None
Salaheddine Bakar Al-Safi,M,20.0,Qatar,QAT,2000,Sydney,Athletics,Athletics Men's 400 metres,None
Salaheddine Bakar Al-Safi,M,20.0,Qatar,QAT,2000,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,None
Frano Bakari,M,23.0,Croatia,CRO,2000,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,None
Olivia Eileen Baker,F,21.0,New Zealand,NZL,2000,Sydney,Weightlifting,Weightlifting Women's Super-Heavyweight,None
"\"Vincent Lamont \"\"Vin\"\" Baker\"",M,28.0,United States,USA,2000,Sydney,Basketball,Basketball Men's Basketball,Gold
Fatih Bakir,M,23.0,Turkey,TUR,2000,Sydney,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",None
Hamada Mohamed Bakir El-Nakib,M,26.0,Egypt,EGY,2000,Sydney,Handball,Handball Men's Handball,None
Marius Bakken,M,22.0,Norway,NOR,2000,Sydney,Athletics,"Athletics Men's 5,000 metres",None
Niki Bakogianni,F,32.0,Greece,GRE,2000,Sydney,Athletics,Athletics Women's High Jump,None
Andrea Bakula,F,19.0,Croatia,CRO,2000,Sydney,Table Tennis,Table Tennis Women's Singles,None
Olesya Vladimirovna Bakunova,F,20.0,Belarus,BLR,2000,Sydney,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",None
Hanna Serhivna Balabanova (Nepitaieva-),F,30.0,Ukraine,UKR,2000,Sydney,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",None
Hanna Serhivna Balabanova (Nepitaieva-),F,30.0,Ukraine,UKR,2000,Sydney,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",None
Anzhela Anatolivna Balakhonova,F,27.0,Ukraine,UKR,2000,Sydney,Athletics,Athletics Women's Pole Vault,None
