Name,Gender,Age,Country,NOC,Year,City,Sport,Event,Medal
ABDELAZIZ Feryal,F,22.0,Egypt,EGY,2020,Tokyo,Karate,Women's Kumite +61kg,Gold
ABDELMAWGOUD Mohamed,M,27.0,Egypt,EGY,2020,Tokyo,Judo,Men -66 kg,None
ABDELMOTTALEB Diaaeldin Kamal Gouda,M,28.0,Egypt,EGY,2020,Tokyo,Wrestling,Men's Freestyle 125kg,None
ABDELRAHMAN Ihab,M,32.0,Egypt,EGY,2020,Tokyo,Athletics,Men's Javelin Throw,None
ABDELSALAM Mohamed,M,23.0,Egypt,EGY,2020,Tokyo,Football,Men Team,None
ABDELSALAM Nour,F,28.0,Egypt,EGY,2020,Tokyo,Taekwondo,Women -49kg,None
ABDELWAHED Ahmed,M,25.0,Italy,ITA,2020,Tokyo,Athletics,Men's 3000m Steeplechase,None
ABDI Bashir,M,32.0,Belgium,BEL,2020,Tokyo,Athletics,Men's Marathon,Bronze
ABDIRAHMAN Abdi,M,44.0,United States,USA,2020,Tokyo,Athletics,Men's Marathon,None
ABDUL HADI Farah Ann,F,27.0,Malaysia,MAS,2020,Tokyo,Artistic Gymnastics,Women's All-Around,None
ABDUL HADI Farah Ann,F,27.0,Malaysia,MAS,2020,Tokyo,Artistic Gymnastics,Women's Vault,None
ABDUL HADI Farah Ann,F,27.0,Malaysia,MAS,2020,Tokyo,Artistic Gymnastics,Women's Uneven Bars,None
ABDUL HADI Farah Ann,F,27.0,Malaysia,MAS,2020,Tokyo,Artistic Gymnastics,Women's Balance Beam,None
ABDUL HADI Farah Ann,F,27.0,Malaysia,MAS,2020,Tokyo,Artistic Gymnastics,Women's Floor Exercise,None
ABDUL RAHMAN Kiria Tikanah,F,21.0,Singapore,SGP,2020,Tokyo,Fencing,Women's Épée Individual,None
ABDUL RAZZAQ Fathimath Nabaaha,F,22.0,Maldives,MDV,2020,Tokyo,Badminton,Women's Singles,None
ABDULHAMID Saud,M,22.0,Saudi Arabia,KSA,2020,Tokyo,Football,Men Team,None
ABDULJABBAR Ammar Riad,M,25.0,Germany,GER,2020,Tokyo,Boxing,Men's Heavy (81-91kg),None
ABDULLAEV Gulomjon,M,22.0,Uzbekistan,UZB,2020,Tokyo,Wrestling,Men's Freestyle 57kg,None
ABDULLAEV Muminjon,M,31.0,Uzbekistan,UZB,2020,Tokyo,Wrestling,Men's Greco-Roman 130kg,None
ABDULLAH Rahmat Erwin,M,20.0,Indonesia,INA,2020,Tokyo,Weightlifting,Men's 73kg,Bronze
ABDULLAYEV Mahammad,M,22.0,Azerbaijan,AZE,2020,Tokyo,Boxing,Men's Super Heavy (+91kg),None
ABDULLIN Ilfat,M,23.0,Kazakhstan,KAZ,2020,Tokyo,Archery,Men's Individual,None
ABDULLIN Ilfat,M,23.0,Kazakhstan,KAZ,2020,Tokyo,Archery,Men's Team,None
ABDULREDHA Mohamed,M,31.0,Bahrain,BRN,2020,Tokyo,Handball,Men Team,None
ABDURAIMOV Elnur,M,27.0,Uzbekistan,UZB,2020,Tokyo,Boxing,Men's Light (57-63kg),None
ABDURAKHIMOV Rasuljon,M,24.0,Uzbekistan,UZB,2020,Tokyo,Artistic Gymnastics,Men's All-Around,None
ABDURAKHIMOV Rasuljon,M,24.0,Uzbekistan,UZB,2020,Tokyo,Artistic Gymnastics,Men's Floor Exercise,None
ABDURAKHIMOV Rasuljon,M,24.0,Uzbekistan,UZB,2020,Tokyo,Artistic Gymnastics,Men's Pommel Horse,None
ABDURAKHIMOV Rasuljon,M,24.0,Uzbekistan,UZB,2020,Tokyo,Artistic Gymnastics,Men's Rings,None
ABDURAKHIMOV Rasuljon,M,24.0,Uzbekistan,UZB,2020,Tokyo,Artistic Gymnastics,Men's Vault,None
ABDURAKHIMOV Rasuljon,M,24.0,Uzbekistan,UZB,2020,Tokyo,Artistic Gymnastics,Men's Parallel Bars,None
ABDURAKHIMOV Rasuljon,M,24.0,Uzbekistan,UZB,2020,Tokyo,Artistic Gymnastics,Men's Horizontal Bar,None
ABDURAKHMONOV Bekzod,M,31.0,Uzbekistan,UZB,2020,Tokyo,Wrestling,Men's Freestyle 74kg,Bronze
ABE Hifumi,M,23.0,Japan,JPN,2020,Tokyo,Judo,Men -66 kg,Gold
ABE Hifumi,M,23.0,Japan,JPN,2020,Tokyo,Judo,Mixed Team,Silver
ABE Takatoshi,M,29.0,Japan,JPN,2020,Tokyo,Athletics,Men's 400m Hurdles,None
ABE Uta,F,21.0,Japan,JPN,2020,Tokyo,Judo,Women -52 kg,Gold
ABE Uta,F,21.0,Japan,JPN,2020,Tokyo,Judo,Mixed Team,Silver
ABEBE Mekides,F,20.0,Ethiopia,ETH,2020,Tokyo,Athletics,Women's 3000m Steeplechase,None
ABEDINI Mojtaba,M,36.0,Iran,IRI,2020,Tokyo,Fencing,Men's Sabre Individual,None
ABEDINI Mojtaba,M,36.0,Iran,IRI,2020,Tokyo,Fencing,Men's Sabre Team,None
ABEL Jennifer,F,29.0,Canada,CAN,2020,Tokyo,Diving,Women's 3m Springboard,None
ABEL Jennifer,F,29.0,Canada,CAN,2020,Tokyo,Diving,Women's Synchronised 3m Springboard Team,Silver
ABELA Matthew,M,22.0,Malta,MLT,2020,Tokyo,Badminton,Men's Singles,None
ABELVIK ROED Magnus,M,24.0,Norway,NOR,2020,Tokyo,Handball,Men Team,None
ABEYSINGHE Matthew,M,25.0,Sri Lanka,SRI,2020,Tokyo,Swimming,Men's 100m Freestyle,None
ABIAN Pablo,M,36.0,Spain,ESP,2020,Tokyo,Badminton,Men's Singles,None
ABICHA Mohammed,M,41.0,Morocco,MAR,2020,Tokyo,Beach Volleyball,Men Team,None
ABICHT Lorena,F,27.0,Austria,AUT,2020,Tokyo,Sailing,Women's Skiff - 49er  Team,None
ABIDINE Abidine,M,28.0,Mauritania,MTN,2020,Tokyo,Athletics,Men's 5000m,None
ABLIAZIN Denis,M,29.0,Russia,ROC,2020,Tokyo,Artistic Gymnastics,Men's All-Around,None
ABLIAZIN Denis,M,29.0,Russia,ROC,2020,Tokyo,Artistic Gymnastics,Men's Floor Exercise,None
ABLIAZIN Denis,M,29.0,Russia,ROC,2020,Tokyo,Artistic Gymnastics,Men's Pommel Horse,None
ABLIAZIN Denis,M,29.0,Russia,ROC,2020,Tokyo,Artistic Gymnastics,Men's Rings,None
ABLIAZIN Denis,M,29.0,Russia,ROC,2020,Tokyo,Artistic Gymnastics,Men's Vault,Silver
ABLIAZIN Denis,M,29.0,Russia,ROC,2020,Tokyo,Artistic Gymnastics,Men's Parallel Bars,None
ABLIAZIN Denis,M,29.0,Russia,ROC,2020,Tokyo,Artistic Gymnastics,Men's Horizontal Bar,None
ABLIAZIN Denis,M,29.0,Russia,ROC,2020,Tokyo,Artistic Gymnastics,Men's Team,Gold
ABNER,M,21.0,Brazil,BRA,2020,Tokyo,Football,Men Team,Gold
ABOUD Hadel,F,21.0,Libya,LBA,2020,Tokyo,Athletics,Women's 100m,None
ABOUELKASSEM Alaaeldin,M,30.0,Egypt,EGY,2020,Tokyo,Fencing,Men's Foil Individual,None
ABOUELKASSEM Alaaeldin,M,30.0,Egypt,EGY,2020,Tokyo,Fencing,Men's Foil Team,None
ABOUKE Nancy Genzel,F,18.0,Nauru,NRU,2020,Tokyo,Weightlifting,Women's 76kg,None
ABRAHAM Tadesse,M,38.0,Switzerland,SUI,2020,Tokyo,Athletics,Men's Marathon,None
ABRAHAMS Rusten John,M,23.0,South Africa,RSA,2020,Tokyo,Hockey,Men Team,None
ABRAMS Aliyah,F,24.0,Guyana,GUY,2020,Tokyo,Athletics,Women's 400m,None
ABRAMS Jasmine,F,27.0,Guyana,GUY,2020,Tokyo,Athletics,Women's 100m,None
ABRAMYAN Benik,M,36.0,Georgia,GEO,2020,Tokyo,Athletics,Men's Shot Put,None
ABREU Diogo,M,27.0,Portugal,POR,2020,Tokyo,Trampoline Gymnastics,Men,None
ABRINES Alex,M,28.0,Spain,ESP,2020,Tokyo,Basketball,Men Team,None
ABROSIMOV Kirill,M,29.0,Russia,ROC,2020,Tokyo,Marathon Swimming,Men's 10km,None
ABU RABEE Asma,F,29.0,Jordan,JOR,2020,Tokyo,Shooting,10m Air Pistol Women,None
ABU RMILAH Wesam,M,25.0,Palestine,PLE,2020,Tokyo,Judo,Men -81 kg,None
ABUAKU Joshua,M,25.0,Germany,GER,2020,Tokyo,Athletics,Men's 400m Hurdles,None
ABUJBARA Tala,F,29.0,Qatar,QAT,2020,Tokyo,Rowing,Women's Single Sculls,None
ACERENZA Domenico,M,26.0,Italy,ITA,2020,Tokyo,Swimming,Men's 1500m Freestyle,None
ACETI Vladimir,M,22.0,Italy,ITA,2020,Tokyo,Athletics,Men's 4 x 400m Relay Team,None
ACETI Vladimir,M,22.0,Italy,ITA,2020,Tokyo,Athletics,4 x 400m Relay Mixed Team,None
ACEVEDO Javier,M,23.0,Canada,CAN,2020,Tokyo,Swimming,Mixed 4 x 100m Medley Relay Team,None
ACHAB Jaouad,M,28.0,Belgium,BEL,2020,Tokyo,Taekwondo,Men -68kg,None
ACHANTA Kamal,M,39.0,India,IND,2020,Tokyo,Table Tennis,Men's Singles,None
ACHANTA Kamal,M,39.0,India,IND,2020,Tokyo,Table Tennis,Mixed Doubles Team,None
ACHE Ragnar,M,23.0,Germany,GER,2020,Tokyo,Football,Men Team,None
ACHILLEOS Georgios,M,40.0,Cyprus,CYP,2020,Tokyo,Shooting,Skeet Men,None
ACHIUWA Precious,M,21.0,Nigeria,NGR,2020,Tokyo,Basketball,Men Team,None
ACHONWA Natalie,F,28.0,Canada,CAN,2020,Tokyo,Basketball,Women Team,None
ACHOURI Haikel,M,36.0,Tunisia,TUN,2020,Tokyo,Wrestling,Men's Greco-Roman 97kg,None
ACIN Nikola,M,21.0,Serbia,SRB,2020,Tokyo,Swimming,Men's 4 x 100m Freestyle Relay Team,None
ACKERMANN Simone,F,31.0,South Africa,RSA,2020,Tokyo,Triathlon,Women's Individual,None
ACOSTA Briseida,F,27.0,Mexico,MEX,2020,Tokyo,Taekwondo,Women +67kg,None
ACOSTA FERNANDEZ Yasmani,M,33.0,Chile,CHI,2020,Tokyo,Wrestling,Men's Greco-Roman 130kg,None
ACOSTA GIRALDO Valentina,F,21.0,Colombia,COL,2020,Tokyo,Archery,Women's Individual,None
ACOSTA GIRALDO Valentina,F,21.0,Colombia,COL,2020,Tokyo,Archery,Mixed Team,None
ACOSTA Marcelo,M,25.0,El Salvador,ESA,2020,Tokyo,Swimming,Men's 800m Freestyle,None
ACOSTA Marcelo,M,25.0,El Salvador,ESA,2020,Tokyo,Swimming,Men's 1500m Freestyle,None
ACUNA Yenny,F,24.0,Chile,CHI,2020,Tokyo,Football,Women Team,None
ADACHI Kazuya,M,30.0,Japan,JPN,2020,Tokyo,Canoe Slalom,Men's Kayak,None
ADACHI Seiya,M,26.0,Japan,JPN,2020,Tokyo,Water Polo,Men Team,None
ADAM Amal,F,39.0,Egypt,EGY,2020,Tokyo,Archery,Women's Individual,None
ADAM Amal,F,39.0,Egypt,EGY,2020,Tokyo,Archery,Mixed Team,None
ADAM Constantin,M,25.0,Romania,ROU,2020,Tokyo,Rowing,Men's Eight Team,None
ADAMEK Klaudia,F,22.0,Poland,POL,2020,Tokyo,Athletics,Women's 4 x 100m Relay Team,None
ADAMKIEWICZ Patrycja,F,23.0,Poland,POL,2020,Tokyo,Taekwondo,Women -57kg,None
ADAMS Liam,M,34.0,Australia,AUS,2020,Tokyo,Athletics,Men's Marathon,None
ADAMS Paul,M,29.0,Australia,AUS,2020,Tokyo,Shooting,Skeet Men,None
ADAMS Taeyanna,F,19.0,Federated States of Micronesia,FSM,2020,Tokyo,Swimming,Women's 100m Breaststroke,None
ADAMS Valerie,F,36.0,New Zealand,NZL,2020,Tokyo,Athletics,Women's Shot Put,Bronze
ADAMUS Bartlomiej Stefan,M,21.0,Poland,POL,2020,Tokyo,Weightlifting,Men's 96kg,None
ADAR Yasemin,F,29.0,Turkey,TUR,2020,Tokyo,Wrestling,Women's Freestyle 76kg,Bronze
ADEBAYO Bam,M,24.0,United States,USA,2020,Tokyo,Basketball,Men Team,Gold
ADEGOKE Enoch,M,21.0,Nigeria,NGR,2020,Tokyo,Athletics,Men's 100m,None
ADEKUOROYE Odunayo Folasade,F,27.0,Nigeria,NGR,2020,Tokyo,Wrestling,Women's Freestyle 57kg,None
ADEL Ibrahim,M,20.0,Egypt,EGY,2020,Tokyo,Football,Men Team,None
ADENIYI Aminat Oluwafunmilayo,F,28.0,Nigeria,NGR,2020,Tokyo,Wrestling,Women's Freestyle 62kg,None
ADESOKAN Dorcas Ajoke,F,23.0,Nigeria,NGR,2020,Tokyo,Badminton,Women's Singles,None
ADILKHANOVA Alina,F,19.0,Kazakhstan,KAZ,2020,Tokyo,Rhythmic Gymnastics,Individual All-Around,None
ADLERTEG Jonna,F,26.0,Sweden,SWE,2020,Tokyo,Artistic Gymnastics,Women's Uneven Bars,None
ADLINGTON Sarah,F,35.0,Great Britain,GBR,2020,Tokyo,Judo,Women +78 kg,None
ADO Pauline,F,30.0,France,FRA,2020,Tokyo,Surfing,Women,None
ADOLF Balazs,M,21.0,Hungary,HUN,2020,Tokyo,Canoe Sprint,Men's Canoe Single 1000m,None
ADOLF Balazs,M,21.0,Hungary,HUN,2020,Tokyo,Canoe Sprint,Men's Canoe Double 1000m Team,None
ADOMAVICIUS Aurimas,M,27.0,Lithuania,LTU,2020,Tokyo,Rowing,Men's Double Sculls Team,None
AEDO Yanara,F,28.0,Chile,CHI,2020,Tokyo,Football,Women Team,None
AERNOUDTS Violaine,F,21.0,France,FRA,2020,Tokyo,Rowing,Women's Quadruple Sculls Team,None
AFANADOR Brian,M,24.0,Puerto Rico,PUR,2020,Tokyo,Table Tennis,Men's Singles,None
AFONSO Paixao,M,30.0,Angola,ANG,2020,Tokyo,Sailing,Men's Two Person Dinghy - 470 Team,None
AFONSO Salome,F,23.0,Portugal,POR,2020,Tokyo,Athletics,Women's 1500m,None
AFOUMBA Gilles Anthony,M,25.0,Republic of the Congo,CGO,2020,Tokyo,Athletics,Men's 400m,None
AFREMOVA Natalia,F,22.0,Russia,ROC,2020,Tokyo,Cycling BMX Racing,Women,None
AFRIAT Charlotte,F,18.0,Monaco,MON,2020,Tokyo,Athletics,Women's 100m,None
AGADA Caleb,M,26.0,Nigeria,NGR,2020,Tokyo,Basketball,Men Team,None
AGAHOZO Alphonsine,F,23.0,Rwanda,RWA,2020,Tokyo,Swimming,Women's 50m Freestyle,None
AGARD Terrence,M,31.0,Netherlands,NED,2020,Tokyo,Athletics,Men's 4 x 400m Relay Team,Silver
AGARIE Yuto,M,28.0,Japan,JPN,2020,Tokyo,Handball,Men Team,None
AGATSUMA Haruka,F,26.0,Japan,JPN,2020,Tokyo,Baseball/Softball,Softball Team,Gold
AGBEGNENOU Clarisse,F,28.0,France,FRA,2020,Tokyo,Judo,Women -63 kg,Gold
AGBEGNENOU Clarisse,F,28.0,France,FRA,2020,Tokyo,Judo,Mixed Team,Gold
AGERO Eden,M,30.0,Kenya,KEN,2020,Tokyo,Rugby Sevens,Men Team,None
AGGEFORS Mikael,M,36.0,Sweden,SWE,2020,Tokyo,Handball,Men Team,None
AGHAEIHAJIAGHA Soraya,F,25.0,Iran,IRI,2020,Tokyo,Badminton,Women's Singles,None
AGHAMIROVA Zohra,F,20.0,Azerbaijan,AZE,2020,Tokyo,Rhythmic Gymnastics,Individual All-Around,None
AGHAMIRZAEIJENAGHRAD Ali,M,28.0,Iran,IRI,2020,Tokyo,Canoe Sprint,Men's Kayak Single 1000m,None
AGHASYAN Levon,M,26.0,Armenia,ARM,2020,Tokyo,Athletics,Men's Triple Jump,None
AGHAYEV Rafael,M,36.0,Azerbaijan,AZE,2020,Tokyo,Karate,Men's Kumite -75kg,Silver
AGIOMOR Ekerekeme,M,26.0,Nigeria,NGR,2020,Tokyo,Wrestling,Men's Freestyle 86kg,None
AGIURGIUCULESE Alexandra,F,20.0,Italy,ITA,2020,Tokyo,Rhythmic Gymnastics,Individual All-Around,None
AGRALI Yavuz,M,29.0,Turkey,TUR,2020,Tokyo,Athletics,Men's Marathon,None
AGREBI Omar,M,28.0,Tunisia,TUN,2020,Tokyo,Volleyball,Men Team,None
AGRUSTI Andrea,M,25.0,Italy,ITA,2020,Tokyo,Athletics,Men's 50km Race Walk,None
AGUIAR Mayra,F,30.0,Brazil,BRA,2020,Tokyo,Judo,Women -78 kg,Bronze
AGUIAR Mayra,F,30.0,Brazil,BRA,2020,Tokyo,Judo,Mixed Team,None
AGUILAR Ali,F,25.0,United States,USA,2020,Tokyo,Baseball/Softball,Softball Team,Silver
AGUILAR Andres,M,24.0,Chile,CHI,2020,Tokyo,Archery,Men's Individual,None
AGUILAR Evelis Jazmin,F,28.0,Colombia,COL,2020,Tokyo,Athletics,Women's Heptathlon,None
AGUINAGALDE AQUIZU Julen,M,38.0,Spain,ESP,2020,Tokyo,Handball,Men Team,Bronze
AGUIRRE Eduardo,M,23.0,Mexico,MEX,2020,Tokyo,Football,Men Team,Bronze
AGUIRRE Erick,M,24.0,Mexico,MEX,2020,Tokyo,Football,Men Team,Bronze
AGUIRRE Unai,M,19.0,Spain,ESP,2020,Tokyo,Water Polo,Men Team,None
AGUNDEZ GARCIA Gabriela,F,21.0,Mexico,MEX,2020,Tokyo,Diving,Women's 10m Platform,None
AGUNDEZ GARCIA Gabriela,F,21.0,Mexico,MEX,2020,Tokyo,Diving,Women's Synchronised 10m Platform Team,Bronze
AH TONG Marion Faustino,M,21.0,Samoa,SAM,2020,Tokyo,Boxing,Men's Welter (63-69kg),None
AHMAD Muhammad Isa,M,23.0,Brunei,BRU,2020,Tokyo,Swimming,Men's 100m Breaststroke,None
AHMED Aiman,M,20.0,Saudi Arabia,KSA,2020,Tokyo,Football,Men Team,None
AHMED ALI YUSUF Abdulla Essa,M,18.0,Bahrain,BRN,2020,Tokyo,Swimming,Men's 100m Butterfly,None
AHMED Enas,F,32.0,Egypt,EGY,2020,Tokyo,Wrestling,Women's Freestyle 68kg,None
AHMED Junayna,F,18.0,Bangladesh,BAN,2020,Tokyo,Swimming,Women's 50m Freestyle,None
AHMED Mohamed,M,28.0,Bahrain,BRN,2020,Tokyo,Handball,Men Team,None
AHMED Mohammed,M,30.0,Canada,CAN,2020,Tokyo,Athletics,Men's 5000m,Silver
AHMED Mohammed,M,30.0,Canada,CAN,2020,Tokyo,Athletics,"Men's 10,000m",None
AHMED Samaa,F,23.0,Egypt,EGY,2020,Tokyo,Canoe Sprint,Women's Kayak Single 200m,None
AHMED Samaa,F,23.0,Egypt,EGY,2020,Tokyo,Canoe Sprint,Women's Kayak Single 500m,None
AHN Joonsoo,M,23.0,South Korea,KOR,2020,Tokyo,Football,Men Team,None
AHOUANWANOU Odile,F,30.0,Benin,BEN,2020,Tokyo,Athletics,Women's Heptathlon,None
AHOURE Murielle,F,33.0,Ivory Coast,CIV,2020,Tokyo,Athletics,Women's 100m,None
AHSAN Mohammad,M,33.0,Indonesia,INA,2020,Tokyo,Badminton,Men's Doubles Team,None
AHSINGER Nicole,F,23.0,United States,USA,2020,Tokyo,Trampoline Gymnastics,Women,None
AHYE Michelle-Lee,F,29.0,Trinidad and Tobago,TTO,2020,Tokyo,Athletics,Women's 100m,None
AHYE Michelle-Lee,F,29.0,Trinidad and Tobago,TTO,2020,Tokyo,Athletics,Women's 4 x 100m Relay Team,None
AI Yanhan,F,19.0,China,CHN,2020,Tokyo,Swimming,Women's 4 x 100m Freestyle Relay Team,None
AICARDI Matteo,M,35.0,Italy,ITA,2020,Tokyo,Water Polo,Men Team,None
AICOBOAE Vlad,M,27.0,Romania,ROU,2020,Tokyo,Rowing,Men's Eight Team,None
AIGNER Hannes,M,32.0,Germany,GER,2020,Tokyo,Canoe Slalom,Men's Kayak,Bronze
AILINCAI Adriana,F,22.0,Romania,ROU,2020,Tokyo,Rowing,Women's Pair Team,None
AIMABLE Steven,M,22.0,Senegal,SEN,2020,Tokyo,Swimming,Men's 100m Butterfly,None
AINAGULOV Mirambek,M,27.0,Kazakhstan,KAZ,2020,Tokyo,Wrestling,Men's Greco-Roman 60kg,None
AIOANI Marian,M,21.0,Romania,ROU,2020,Tokyo,Football,Men Team,None
AISAH Windy Cantika,F,19.0,Indonesia,INA,2020,Tokyo,Weightlifting,Women's 49kg,Bronze
AIT DAOUD Kamel,M,36.0,Algeria,ALG,2020,Tokyo,Rowing,Lightweight Men's Double Sculls Team,None
AIT OUAGRAM Zied,M,32.0,Morocco,MAR,2020,Tokyo,Wrestling,Men's Greco-Roman 77kg,None
AIT SAID Samir,M,31.0,France,FRA,2020,Tokyo,Artistic Gymnastics,Men's Rings,None
AITCHISON Holly,F,23.0,Great Britain,GBR,2020,Tokyo,Rugby Sevens,Women Team,None
AIZAWA Akira,M,24.0,Japan,JPN,2020,Tokyo,Athletics,"Men's 10,000m",None
AJOMALE Bolade,M,25.0,Canada,CAN,2020,Tokyo,Athletics,Men's 4 x 100m Relay Team,Bronze
AKAHO Himawari,F,22.0,Japan,JPN,2020,Tokyo,Basketball,Women Team,Silver
AKGUL Taha,M,30.0,Turkey,TUR,2020,Tokyo,Wrestling,Men's Freestyle 125kg,Bronze
AKGUN Omer,M,39.0,Turkey,TUR,2020,Tokyo,Shooting,10m Air Rifle Men,None
AKGUN Omer,M,39.0,Turkey,TUR,2020,Tokyo,Shooting,50m Rifle 3 Positions Men,None
AKHAIMOVA Liliia,F,24.0,Russia,ROC,2020,Tokyo,Artistic Gymnastics,Women's All-Around,None
AKHAIMOVA Liliia,F,24.0,Russia,ROC,2020,Tokyo,Artistic Gymnastics,Women's Vault,None
AKHAIMOVA Liliia,F,24.0,Russia,ROC,2020,Tokyo,Artistic Gymnastics,Women's Uneven Bars,None
AKHAIMOVA Liliia,F,24.0,Russia,ROC,2020,Tokyo,Artistic Gymnastics,Women's Balance Beam,None
AKHAIMOVA Liliia,F,24.0,Russia,ROC,2020,Tokyo,Artistic Gymnastics,Women's Floor Exercise,None
AKHAIMOVA Liliia,F,24.0,Russia,ROC,2020,Tokyo,Artistic Gymnastics,Women's Team,Gold
AKHMADIEV Ildar,M,21.0,Tajikistan,TJK,2020,Tokyo,Athletics,Men's 100m,None
AKHMETOVA Tatyana,F,35.0,Kazakhstan,KAZ,2020,Tokyo,Wrestling,Women's Freestyle 53kg,None
AKHTAR Muhammad Khalil,M,37.0,Pakistan,PAK,2020,Tokyo,Shooting,25m Rapid Fire Pistol Men,None
AKIMENKO Mikhail,M,25.0,Russia,ROC,2020,Tokyo,Athletics,Men's High Jump,None
AKINRADEWO Foluke,F,33.0,United States,USA,2020,Tokyo,Volleyball,Women Team,Gold
AKINYI Elizabeth,F,27.0,Kenya,KEN,2020,Tokyo,Boxing,Women's Welter (64-69kg),None
AKKUS Mihrac,M,21.0,Turkey,TUR,2020,Tokyo,Judo,Men -60 kg,None
AKMAL Nurul,F,28.0,Indonesia,INA,2020,Tokyo,Weightlifting,Women's +87kg,None
AKMATALIEV Ernazar,M,23.0,Kyrgyzstan,KGZ,2020,Tokyo,Wrestling,Men's Freestyle 65kg,None
AKMENS Roberts,M,25.0,Latvia,LAT,2020,Tokyo,Canoe Sprint,Men's Kayak Single 200m,None
AKOZ Simge Sebnem,F,30.0,Turkey,TUR,2020,Tokyo,Volleyball,Women Team,None
AKTAS Ugur,M,25.0,Turkey,TUR,2020,Tokyo,Karate,Men's Kumite +75kg,Bronze
AL ADAWI Issa Samir Hamed,M,22.0,Oman,OMA,2020,Tokyo,Swimming,Men's 100m Freestyle,None
AL AHRACH Ali,M,37.0,Morocco,MAR,2020,Tokyo,Equestrian,Jumping Team,None
AL AHRACH Ali,M,37.0,Morocco,MAR,2020,Tokyo,Equestrian,Jumping Individual,None
AL ALAWI Mazoon,F,23.0,Oman,OMA,2020,Tokyo,Athletics,Women's 100m,None
AL BAWWAB Yazan,M,21.0,Palestine,PLE,2020,Tokyo,Swimming,Men's 100m Freestyle,None
AL FAIHAN Abdulrahman,M,35.0,Kuwait,KUW,2020,Tokyo,Shooting,Trap Men,None
AL HARTHI Barakat,M,33.0,Oman,OMA,2020,Tokyo,Athletics,Men's 100m,None
AL KHAFAJI Mohammed,M,27.0,Iraq,IRQ,2020,Tokyo,Rowing,Men's Single Sculls,None
