Name,Gender,Age,Country,NOC,Year,City,Sport,Event,Medal
Lua del Mar Aguili Ribera,F,22.0,Puerto Rico,PUR,2004,Athina,Synchronized Swimming,Synchronized Swimming Women's Duet,None
Damaris Gabriela Aguirre Aldaz,F,27.0,Mexico,MEX,2004,Athina,Weightlifting,Weightlifting Women's Heavyweight,None
Robyn Mokihana Ah Mow-Santos,F,28.0,United States,USA,2004,Athina,Volleyball,Volleyball Women's Volleyball,None
Younes Al-Ahamdi,M,28.0,Morocco,MAR,2004,Athina,Judo,Judo Men's Extra-Lightweight,None
Christian Ahlmann,M,29.0,Germany,GER,2004,Athina,Equestrianism,"Equestrianism Mixed Jumping, Individual",None
Christian Ahlmann,M,29.0,Germany,GER,2004,Athina,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
Waseem Ahmad,M,27.0,Pakistan,PAK,2004,Athina,Hockey,Hockey Men's Hockey,None
Adnan Ahmed,M,26.0,Egypt,EGY,2004,Athina,Hockey,Hockey Men's Hockey,None
Mahmoud Ahmed,M,28.0,Egypt,EGY,2004,Athina,Water Polo,Water Polo Men's Water Polo,None
Mumtaz Ahmed,M,34.0,Pakistan,PAK,2004,Athina,Swimming,Swimming Men's 100 metres Freestyle,None
Sohail Ahmed,M,25.0,Pakistan,PAK,2004,Athina,Boxing,Boxing Men's Featherweight,None
Juha Matti Ahokas,M,34.0,Finland,FIN,2004,Athina,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",None
"\"Christian \"\"Chris\"\" Ahrens\"",M,28.0,United States,USA,2004,Athina,Rowing,Rowing Men's Coxed Eights,Gold
Ai Linuer,M,25.0,China,CHN,2004,Athina,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",None
Mara Magdalena Aicega Amicarelli,F,30.0,Argentina,ARG,2004,Athina,Hockey,Hockey Women's Hockey,Bronze
Mohamed Al-Aich,M,23.0,Algeria,ALG,2004,Athina,Rowing,Rowing Men's Single Sculls,None
Ryoji Aikawa,M,28.0,Japan,JPN,2004,Athina,Baseball,Baseball Men's Baseball,Bronze
"\"Charles Benedict \"\"Ben\"\" Ainslie\"",M,27.0,Great Britain,GBR,2004,Athina,Sailing,Sailing Men's One Person Dinghy,Gold
Michael Christopher Aish,M,28.0,New Zealand,NZL,2004,Athina,Athletics,"Athletics Men's 5,000 metres",None
Nicolas Assat,M,24.0,France,FRA,2004,Athina,Athletics,Athletics Men's 800 metres,None
Hamid Ait Bighrade,M,28.0,Morocco,MAR,2004,Athina,Boxing,Boxing Men's Bantamweight,None
Miloud Ait Hammi,M,26.0,Morocco,MAR,2004,Athina,Boxing,Boxing Men's Welterweight,None
"\"Amina \"\"Mina\"\" At Hammou\"",F,26.0,Morocco,MAR,2004,Athina,Athletics,Athletics Women's 800 metres,None
Seltana At Hammou,F,24.0,Morocco,MAR,2004,Athina,Athletics,Athletics Women's 800 metres,None
Souad At Salem (-Mahour-Bacha),F,25.0,Algeria,ALG,2004,Athina,Athletics,"Athletics Women's 5,000 metres",None
Souad At Salem (-Mahour-Bacha),F,25.0,Algeria,ALG,2004,Athina,Athletics,"Athletics Women's 10,000 metres",None
Kiera Leigh Aitken,F,20.0,Bermuda,BER,2004,Athina,Swimming,Swimming Women's 100 metres Backstroke,None
Marina Aleksandrovna Aitova (Korzhova-),F,21.0,Kazakhstan,KAZ,2004,Athina,Athletics,Athletics Women's High Jump,None
Artur Surenovych Aivazian,M,31.0,Ukraine,UKR,2004,Athina,Shooting,"Shooting Men's Air Rifle, 10 metres",None
Artur Surenovych Aivazian,M,31.0,Ukraine,UKR,2004,Athina,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",None
Artur Surenovych Aivazian,M,31.0,Ukraine,UKR,2004,Athina,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",None
Irene Ajambo,F,17.0,Uganda,UGA,2004,Athina,Weightlifting,Weightlifting Women's Light-Heavyweight,None
Zita Ajkler,F,29.0,Hungary,HUN,2004,Athina,Athletics,Athletics Women's Long Jump,None
Kouadio Vincent Aka-Akesse,M,28.0,France,FRA,2004,Athina,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",None
Salman Akbar,M,22.0,Pakistan,PAK,2004,Athina,Hockey,Hockey Men's Hockey,None
Egamnazar Akbarov,M,28.0,Uzbekistan,UZB,2004,Athina,Judo,Judo Men's Lightweight,None
Patsy Serafina Akeli,F,25.0,Samoa,SAM,2004,Athina,Athletics,Athletics Women's Javelin Throw,None
Marcus Ricard kerholm,M,28.0,Sweden,SWE,2004,Athina,Shooting,"Shooting Men's Air Rifle, 10 metres",None
Giorgos Akhilleos,M,23.0,Cyprus,CYP,2004,Athina,Shooting,Shooting Men's Skeet,None
Mohamed Reza Akhlagh Pasand,M,25.0,Iran,IRI,2004,Athina,Table Tennis,Table Tennis Men's Singles,None
Bakhyt Beshimbekovich Akhmetov,M,25.0,Kazakhstan,KAZ,2004,Athina,Weightlifting,Weightlifting Men's Middle-Heavyweight,None
Doli Akhtar,F,18.0,Bangladesh,BAN,2004,Athina,Swimming,Swimming Women's 50 metres Freestyle,None
Mirabella Viliamivna Akhunu,F,17.0,Ukraine,UKR,2004,Athina,Gymnastics,Gymnastics Women's Individual All-Around,None
Mirabella Viliamivna Akhunu,F,17.0,Ukraine,UKR,2004,Athina,Gymnastics,Gymnastics Women's Team All-Around,None
Mirabella Viliamivna Akhunu,F,17.0,Ukraine,UKR,2004,Athina,Gymnastics,Gymnastics Women's Floor Exercise,None
Mirabella Viliamivna Akhunu,F,17.0,Ukraine,UKR,2004,Athina,Gymnastics,Gymnastics Women's Horse Vault,None
Mirabella Viliamivna Akhunu,F,17.0,Ukraine,UKR,2004,Athina,Gymnastics,Gymnastics Women's Uneven Bars,None
Mirabella Viliamivna Akhunu,F,17.0,Ukraine,UKR,2004,Athina,Gymnastics,Gymnastics Women's Balance Beam,None
Mercy Akide (-Udoh),F,28.0,Nigeria,NGR,2004,Athina,Football,Football Women's Football,None
Peter Akinlabi,M,30.0,Nigeria-2,NGR,2004,Athina,Table Tennis,Table Tennis Men's Doubles,None
Mobolaji Iyabode Akiode,F,22.0,Nigeria,NGR,2004,Athina,Basketball,Basketball Women's Basketball,None
Khadzhimurat Magomedovich Akkayev,M,19.0,Russia,RUS,2004,Athina,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver
Nashat Akram Abid Ali,M,19.0,Iraq,IRQ,2004,Athina,Football,Football Men's Football,None
Varvara Akritidou,F,23.0,Greece,GRE,2004,Athina,Judo,Judo Women's Half-Heavyweight,None
Alyona Aksyonova,F,24.0,Uzbekistan,UZB,2004,Athina,Shooting,"Shooting Women's Air Rifle, 10 metres",None
Alyona Aksyonova,F,24.0,Uzbekistan,UZB,2004,Athina,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",None
Sergey Vladimirovich Aksyutin,M,40.0,Russia,RUS,2004,Athina,Shooting,Shooting Men's Skeet,None
Yuliya Yurivna Akulenko,F,27.0,Ukraine,UKR,2004,Athina,Athletics,Athletics Women's Heptathlon,None
Thijs Joris Al,M,24.0,Netherlands,NED,2004,Athina,Cycling,"Cycling Men's Mountainbike, Cross-Country",None
Naser Al Shami,M,22.0,Syria,SYR,2004,Athina,Boxing,Boxing Men's Heavyweight,Bronze
Saeed Ali Al-Adhreai,M,21.0,Yemen,YEM,2004,Athina,Athletics,Athletics Men's 400 metres,None
Salem Mouled Musa'id Al-Ahmadi,M,34.0,Saudi Arabia,KSA,2004,Athina,Athletics,Athletics Men's Triple Jump,None
Nidal Al-Asmar,M,34.0,Lebanon,LIB,2004,Athina,Shooting,Shooting Men's Trap,None
Rashid Salih Hamad Al-Athba,M,23.0,Qatar,QAT,2004,Athina,Shooting,Shooting Men's Double Trap,None
Nasser Salih Nasser Abdullah Al-Attiya,M,33.0,Qatar,QAT,2004,Athina,Shooting,Shooting Men's Skeet,None
Mohamed Mutlaq Khalaf Al-Azemi,M,22.0,Kuwait,KUW,2004,Athina,Athletics,Athletics Men's 800 metres,None
Abdul Mohsen Al-Bagir,M,28.0,Saudi Arabia,KSA,2004,Athina,Weightlifting,Weightlifting Men's Lightweight,None
Jafar Al-Bagir,M,21.0,Saudi Arabia,KSA,2004,Athina,Weightlifting,Weightlifting Men's Lightweight,None
Ali Mohamed Al-Balooshi,M,17.0,United Arab Emirates,UAE,2004,Athina,Athletics,Athletics Men's 800 metres,None
Hamdan Awdah Al-Bishi,M,23.0,Saudi Arabia,KSA,2004,Athina,Athletics,Athletics Men's 400 metres,None
Sameera Zayid Al-Bitar,F,14.0,Bahrain,BRN,2004,Athina,Swimming,Swimming Women's 50 metres Freestyle,None
Abdal Salam Al-Dabaji,M,25.0,Palestine,PLE,2004,Athina,Athletics,Athletics Men's 800 metres,None
Hamoud Abdallah Said Al-Dalhami,M,32.0,Oman,OMA,2004,Athina,Athletics,Athletics Men's 200 metres,None
Fehaid Al-Deehani,M,37.0,Kuwait,KUW,2004,Athina,Shooting,Shooting Men's Double Trap,None
Ramzy Al-Duhami,M,32.0,Saudi Arabia,KSA,2004,Athina,Equestrianism,"Equestrianism Mixed Jumping, Individual",None
Basma Al-Eshosh,F,26.0,Jordan,JOR,2004,Athina,Athletics,Athletics Women's 100 metres,None
Rakia Al-Gassra,F,21.0,Bahrain,BRN,2004,Athina,Athletics,Athletics Women's 100 metres,None
Ibrahim M. Al-Hamaidi,M,18.0,Saudi Arabia,KSA,2004,Athina,Athletics,Athletics Men's 400 metres Hurdles,None
Khalil Ahmed Al-Hanahneh,M,24.0,Jordan,JOR,2004,Athina,Athletics,Athletics Men's 100 metres,None
Khalid Al-Harbi,M,29.0,Saudi Arabia,KSA,2004,Athina,Table Tennis,Table Tennis Men's Singles,None
Obaid Ahmed Obaid Al-Jasmi,M,23.0,United Arab Emirates,UAE,2004,Athina,Swimming,Swimming Men's 100 metres Freestyle,None
Abdel Rahman Al-Kaaki,M,18.0,Lebanon,LIB,2004,Athina,Swimming,Swimming Men's 50 metres Freestyle,None
Ahmed Al-Kudmani,M,24.0,Saudi Arabia,KSA,2004,Athina,Swimming,Swimming Men's 100 metres Breaststroke,None
Ramzi Al-Mahrous,M,22.0,Saudi Arabia,KSA,2004,Athina,Weightlifting,Weightlifting Men's Middle-Heavyweight,None
Ahmed bin Hasher Al-Maktoum,M,40.0,United Arab Emirates,UAE,2004,Athina,Shooting,Shooting Men's Trap,None
Ahmed bin Hasher Al-Maktoum,M,40.0,United Arab Emirates,UAE,2004,Athina,Shooting,Shooting Men's Double Trap,Gold
Saeed bin Hasher Al-Maktoum,M,27.0,United Arab Emirates,UAE,2004,Athina,Shooting,Shooting Men's Skeet,None
Naser Al-Meqlad,M,21.0,Kuwait,KUW,2004,Athina,Shooting,Shooting Men's Trap,None
Khaled Al-Mudhaf,M,26.0,Kuwait,KUW,2004,Athina,Shooting,Shooting Men's Trap,None
Riyadh Al-Mustafa,M,29.0,Bahrain,BRN,2004,Athina,Athletics,Athletics Men's Marathon,None
Mashfi Al-Mutairi,M,31.0,Kuwait,KUW,2004,Athina,Shooting,Shooting Men's Double Trap,None
Sayed Al-Mutairi Bariq,M,35.0,Saudi Arabia,KSA,2004,Athina,Shooting,Shooting Men's Skeet,None
Danah Al-Nasrallah,F,16.0,Kuwait,KUW,2004,Athina,Athletics,Athletics Women's 100 metres,None
Saleem Al-Nasri,M,29.0,Oman,OMA,2004,Athina,Shooting,Shooting Men's Double Trap,None
Akram Abdullah Al-Noor,M,16.0,Yemen,YEM,2004,Athina,Taekwondo,Taekwondo Men's Flyweight,None
Abdul Rahman Sultan Al-Nubi Faraj,M,24.0,Qatar,QAT,2004,Athina,Athletics,Athletics Men's Long Jump,None
Najim Al-Radwan,M,31.0,Saudi Arabia,KSA,2004,Athina,Weightlifting,Weightlifting Men's Middle-Heavyweight,None
Abdullah Al-Rashidi,M,40.0,Kuwait,KUW,2004,Athina,Shooting,Shooting Men's Skeet,None
Mohamed Abdullah Obaid Al-Salhi (Kosgei-),M,18.0,Saudi Arabia,KSA,2004,Athina,Athletics,Athletics Men's 800 metres,None
Fawzi Dahesh Al-Shammari,M,25.0,Kuwait,KUW,2004,Athina,Athletics,Athletics Men's 400 metres,None
Hesham Al-Shehabi,M,16.0,Bahrain,BRN,2004,Athina,Swimming,Swimming Men's 100 metres Freestyle,None
Hadi Soua'an Al-Somaily Jaadan,M,27.0,Saudi Arabia,KSA,2004,Athina,Athletics,Athletics Men's 400 metres Hurdles,None
Khalid Habash Mohammed Al-Suwaidi,M,20.0,Qatar,QAT,2004,Athina,Athletics,Athletics Men's Shot Put,None
Salem Mubarak M. Al-Yami,M,22.0,Saudi Arabia,KSA,2004,Athina,Athletics,Athletics Men's 100 metres,None
Ali Mohamed Gharib Al-Zinkawi,M,20.0,Kuwait,KUW,2004,Athina,Athletics,Athletics Men's Hammer Throw,None
Dianne Marie Alagich,F,25.0,Australia,AUS,2004,Athina,Football,Football Women's Football,None
Ahmed Alam,M,32.0,Pakistan,PAK,2004,Athina,Hockey,Hockey Men's Hockey,None
Souhalia Alamou,M,24.0,Benin,BEN,2004,Athina,Athletics,Athletics Men's 100 metres,None
David Alarza Palacios,M,27.0,Spain,ESP,2004,Athina,Judo,Judo Men's Middleweight,None
Abdou Alassane Dji Bo,M,25.0,Niger,NIG,2004,Athina,Judo,Judo Men's Half-Lightweight,None
Miguel ngel Albarracn,M,23.0,Argentina,ARG,2004,Athina,Judo,Judo Men's Extra-Lightweight,None
Marko Albert,M,25.0,Estonia,EST,2004,Athina,Triathlon,Triathlon Men's Olympic Distance,None
Igor Alborov,M,21.0,Uzbekistan,UZB,2004,Athina,Boxing,Boxing Men's Heavyweight,None
Yamil Aldama Pozo (-Dodds),F,31.0,Sudan,SUD,2004,Athina,Athletics,Athletics Women's Triple Jump,None
Brett Alderman,M,25.0,Australia,AUS,2004,Athina,Volleyball,Volleyball Men's Volleyball,None
David Alegre Biosca,M,19.0,Spain,ESP,2004,Athina,Hockey,Hockey Men's Hockey,None
Ramn Alegre Biosca,M,23.0,Spain,ESP,2004,Athina,Hockey,Hockey Men's Hockey,None
Virgilijus Alekna,M,32.0,Lithuania,LTU,2004,Athina,Athletics,Athletics Men's Discus Throw,Gold
Mikhail Plamenov Aleksandrov,M,19.0,Bulgaria,BUL,2004,Athina,Swimming,Swimming Men's 200 metres Freestyle,None
Mikhail Plamenov Aleksandrov,M,19.0,Bulgaria,BUL,2004,Athina,Swimming,Swimming Men's 200 metres Breaststroke,None
Mikhail Plamenov Aleksandrov,M,19.0,Bulgaria,BUL,2004,Athina,Swimming,Swimming Men's 200 metres Individual Medley,None
Nataliya Yuryevna Aleksandrova,F,20.0,Belarus,BLR,2004,Athina,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,None
Gevorg Aleksanyan,M,23.0,Armenia,ARM,2004,Athina,Weightlifting,Weightlifting Men's Middleweight,None
Marko Aleksejev,M,25.0,Estonia,EST,2004,Athina,Athletics,Athletics Men's High Jump,None
Aleksandr Vyacheslavovich Alekseyev,M,23.0,Russia,RUS,2004,Athina,Boxing,Boxing Men's Heavyweight,None
Berhanu Alemu,M,22.0,Ethiopia,ETH,2004,Athina,Athletics,Athletics Men's 800 metres,None
Elfenesh Alemu,F,29.0,Ethiopia,ETH,2004,Athina,Athletics,Athletics Women's Marathon,None
David Alerte,M,19.0,France,FRA,2004,Athina,Athletics,Athletics Men's 4 x 100 metres Relay,None
Alessandra dos Santos de Oliveira,F,30.0,Brazil,BRA,2004,Athina,Basketball,Basketball Women's Basketball,None
"\"Niconnor \"\"Nico\"\" Alexander\"",M,27.0,Trinidad and Tobago,TTO,2004,Athina,Athletics,Athletics Men's 100 metres,None
"\"Niconnor \"\"Nico\"\" Alexander\"",M,27.0,Trinidad and Tobago,TTO,2004,Athina,Athletics,Athletics Men's 4 x 100 metres Relay,None
Buffy-Lynne Alexander-Williams,F,27.0,Canada,CAN,2004,Athina,Rowing,Rowing Women's Coxless Pairs,None
Rnar (Ruslan-) Alexandersson (Ovtinnikov-),M,27.0,Iceland,ISL,2004,Athina,Gymnastics,Gymnastics Men's Individual All-Around,None
Rnar (Ruslan-) Alexandersson (Ovtinnikov-),M,27.0,Iceland,ISL,2004,Athina,Gymnastics,Gymnastics Men's Floor Exercise,None
Rnar (Ruslan-) Alexandersson (Ovtinnikov-),M,27.0,Iceland,ISL,2004,Athina,Gymnastics,Gymnastics Men's Horse Vault,None
Rnar (Ruslan-) Alexandersson (Ovtinnikov-),M,27.0,Iceland,ISL,2004,Athina,Gymnastics,Gymnastics Men's Parallel Bars,None
Rnar (Ruslan-) Alexandersson (Ovtinnikov-),M,27.0,Iceland,ISL,2004,Athina,Gymnastics,Gymnastics Men's Horizontal Bar,None
