Name,Gender,Age,Country,NOC,Year,City,Sport,Event,Medal
Jessica Gil Ortiz,F,21.0,Colombia,COL,2012,London,Gymnastics,Gymnastics Women's Floor Exercise,None
Jessica Gil Ortiz,F,21.0,Colombia,COL,2012,London,Gymnastics,Gymnastics Women's Uneven Bars,None
Jessica Gil Ortiz,F,21.0,Colombia,COL,2012,London,Gymnastics,Gymnastics Women's Balance Beam,None
Tomas Aurelio Gil Martnez,M,35.0,Venezuela,VEN,2012,London,Cycling,"Cycling Men's Road Race, Individual",None
Tomas Aurelio Gil Martnez,M,35.0,Venezuela,VEN,2012,London,Cycling,Cycling Men's Individual Time Trial,None
Philippe Gilbert,M,30.0,Belgium,BEL,2012,London,Cycling,"Cycling Men's Road Race, Individual",None
Philippe Gilbert,M,30.0,Belgium,BEL,2012,London,Cycling,Cycling Men's Individual Time Trial,None
Bertrand Fabien Gille,M,34.0,France,FRA,2012,London,Handball,Handball Men's Handball,Gold
Guillaume Alain Gille,M,36.0,France,FRA,2012,London,Handball,Handball Men's Handball,Gold
Antoine Gillet,M,24.0,Belgium,BEL,2012,London,Athletics,Athletics Men's 4 x 400 metres Relay,None
Eric Gillis,M,32.0,Canada,CAN,2012,London,Athletics,Athletics Men's Marathon,None
Shara Gillow,F,24.0,Australia,AUS,2012,London,Cycling,"Cycling Women's Road Race, Individual",None
Shara Gillow,F,24.0,Australia,AUS,2012,London,Cycling,Cycling Women's Individual Time Trial,None
Fabien Pierre Aurlien Dominique Gilot,M,28.0,France,FRA,2012,London,Swimming,Swimming Men's 100 metres Freestyle,None
Fabien Pierre Aurlien Dominique Gilot,M,28.0,France,FRA,2012,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
Drew Cameron Ginn,M,37.0,Australia,AUS,2012,London,Rowing,Rowing Men's Coxless Fours,Silver
"\"Emanuel David \"\"Manu\"\" Ginbili Maccari\"",M,34.0,Argentina,ARG,2012,London,Basketball,Basketball Men's Basketball,None
Simona Gioli,F,34.0,Italy,ITA,2012,London,Volleyball,Volleyball Women's Volleyball,None
Panagiotis Gionis,M,32.0,Greece,GRE,2012,London,Table Tennis,Table Tennis Men's Singles,None
Giuseppe Giordano,M,38.0,Italy,ITA,2012,London,Shooting,"Shooting Men's Free Pistol, 50 metres",None
Alex Giorgetti,M,24.0,Italy,ITA,2012,London,Water Polo,Water Polo Men's Water Polo,Silver
Eleonora Anna  Giorgi,F,22.0,Italy,ITA,2012,London,Athletics,Athletics Women's 20 kilometres Walk,None
Guilherme Giovannoni,M,32.0,Brazil,BRA,2012,London,Basketball,Basketball Men's Basketball,None
Andrea Giovi,M,28.0,Italy,ITA,2012,London,Volleyball,Volleyball Men's Volleyball,Bronze
Jorge Hugo Giraldo Lpez,M,32.0,Colombia,COL,2012,London,Gymnastics,Gymnastics Men's Individual All-Around,None
Jorge Hugo Giraldo Lpez,M,32.0,Colombia,COL,2012,London,Gymnastics,Gymnastics Men's Floor Exercise,None
Jorge Hugo Giraldo Lpez,M,32.0,Colombia,COL,2012,London,Gymnastics,Gymnastics Men's Parallel Bars,None
Jorge Hugo Giraldo Lpez,M,32.0,Colombia,COL,2012,London,Gymnastics,Gymnastics Men's Horizontal Bar,None
Jorge Hugo Giraldo Lpez,M,32.0,Colombia,COL,2012,London,Gymnastics,Gymnastics Men's Rings,None
Jorge Hugo Giraldo Lpez,M,32.0,Colombia,COL,2012,London,Gymnastics,Gymnastics Men's Pommelled Horse,None
Santiago Giraldo Salazar,M,24.0,Colombia,COL,2012,London,Tennis,Tennis Men's Singles,None
Santiago Giraldo Salazar,M,24.0,Colombia,COL,2012,London,Tennis,Tennis Men's Doubles,None
"Arnie David Giralt Rivero, Jr.",M,27.0,Cuba,CUB,2012,London,Athletics,Athletics Men's Triple Jump,None
Christine Girard,F,27.0,Canada,CAN,2012,London,Weightlifting,Weightlifting Women's Middleweight,Bronze
Vronique Girardet,F,46.0,France,FRA,2012,London,Shooting,Shooting Women's Skeet,None
Nikola Girke,F,34.0,Canada,CAN,2012,London,Sailing,Sailing Women's Windsurfer,None
Romain Girouille,M,24.0,France,FRA,2012,London,Archery,Archery Men's Individual,None
Romain Girouille,M,24.0,France,FRA,2012,London,Archery,Archery Men's Team,None
Amund Nordal Gismervik,M,21.0,Norway,NOR,2012,London,Diving,Diving Men's Platform,None
Ramon Gittens,M,25.0,Barbados,BAR,2012,London,Athletics,Athletics Men's 100 metres,None
Niccol Gitto,M,25.0,Italy,ITA,2012,London,Water Polo,Water Polo Men's Water Polo,Silver
Monique Gladding,F,31.0,Great Britain,GBR,2012,London,Diving,Diving Women's Platform,None
Dragana Gladovi,F,19.0,Serbia,SRB,2012,London,Taekwondo,Taekwondo Women's Featherweight,None
Jasmin Glaesser,F,20.0,Canada,CAN,2012,London,Cycling,Cycling Women's Team Pursuit,Bronze
Matthew Glaetzer,M,19.0,Australia,AUS,2012,London,Cycling,Cycling Men's Team Sprint,None
aneta Glanc,F,29.0,Poland,POL,2012,London,Athletics,Athletics Women's Discus Throw,None
Jan-Philip Glania,M,23.0,Germany,GER,2012,London,Swimming,Swimming Men's 100 metres Backstroke,None
Jan-Philip Glania,M,23.0,Germany,GER,2012,London,Swimming,Swimming Men's 200 metres Backstroke,None
Anton Glasnovi,M,31.0,Croatia,CRO,2012,London,Shooting,Shooting Men's Trap,None
Anton Glasnovi,M,31.0,Croatia,CRO,2012,London,Shooting,Shooting Men's Double Trap,None
"\"Elizabeth \"\"Liz\"\" Gleadle\"",F,23.0,Canada,CAN,2012,London,Athletics,Athletics Women's Javelin Throw,None
Anastasia Gloushkov Leventhal,F,27.0,Israel,ISR,2012,London,Synchronized Swimming,Synchronized Swimming Women's Duet,None
Helen Rachel M. Glover,F,26.0,Great Britain,GBR,2012,London,Rowing,Rowing Women's Coxless Pairs,Gold
Steven Lawrence Gluckstein,M,22.0,United States,USA,2012,London,Trampolining,Trampolining Men's Individual,None
"\"Katherine \"\"Katie\"\" Glynn\"",F,23.0,New Zealand,NZL,2012,London,Hockey,Hockey Women's Hockey,None
Nadezhda Sergeyevna Glyzina-Fedotova,F,24.0,Russia,RUS,2012,London,Water Polo,Water Polo Women's Water Polo,None
Mads Glsner,M,23.0,Denmark,DEN,2012,London,Swimming,Swimming Men's 400 metres Freestyle,None
Mads Glsner,M,23.0,Denmark,DEN,2012,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,None
Jacob Gnahoui,M,26.0,Benin,BEN,2012,London,Judo,Judo Men's Extra-Lightweight,None
Mathieu Gnanligo Fousseni,M,25.0,Benin,BEN,2012,London,Athletics,Athletics Men's 400 metres,None
Priscilla Gneto,F,20.0,France,FRA,2012,London,Judo,Judo Women's Half-Lightweight,Bronze
Yekaterina Valeryevna Gnidenko,F,19.0,Russia,RUS,2012,London,Cycling,Cycling Women's Sprint,None
Yekaterina Valeryevna Gnidenko,F,19.0,Russia,RUS,2012,London,Cycling,Cycling Women's Keirin,None
Go Gyeong-Su,M,27.0,South Korea,KOR,2012,London,Handball,Handball Men's Handball,None
Go Seong-Hyeon,M,25.0,South Korea-2,KOR,2012,London,Badminton,Badminton Men's Doubles,None
Dimitri Goan,M,25.0,Romania,ROU,2012,London,Water Polo,Water Polo Men's Water Polo,None
Cline Sandrine Francine Goberville,F,25.0,France,FRA,2012,London,Shooting,"Shooting Women's Air Pistol, 10 metres",Silver
Cline Sandrine Francine Goberville,F,25.0,France,FRA,2012,London,Shooting,"Shooting Women's Sporting Pistol, 25 metres",None
ivko Goci,M,29.0,Serbia,SRB,2012,London,Water Polo,Water Polo Men's Water Polo,Bronze
James Francis Goddard,M,29.0,Great Britain,GBR,2012,London,Swimming,Swimming Men's 200 metres Individual Medley,None
Jarosaw Godek,M,30.0,Poland,POL,2012,London,Rowing,Rowing Men's Coxless Pairs,None
Daniel Godelli,M,20.0,Albania,ALB,2012,London,Weightlifting,Weightlifting Men's Lightweight,None
Maartje Goderie,F,28.0,Netherlands,NED,2012,London,Hockey,Hockey Women's Hockey,Gold
"\"Laurence Paul \"\"Larry\"\" Godfrey\"",M,36.0,Great Britain,GBR,2012,London,Archery,Archery Men's Individual,None
"\"Laurence Paul \"\"Larry\"\" Godfrey\"",M,36.0,Great Britain,GBR,2012,London,Archery,Archery Men's Team,None
Elodie Godin,F,27.0,France,FRA,2012,London,Basketball,Basketball Women's Basketball,Silver
Kenny Godoy,M,26.0,Honduras,HON,2012,London,Judo,Judo Men's Extra-Lightweight,None
"\"William \"\"Will\"\" Godward\"",M,28.0,Australia,AUS,2012,London,Shooting,"Shooting Men's Air Rifle, 10 metres",None
Tom Richard Goegebuer,M,37.0,Belgium,BEL,2012,London,Weightlifting,Weightlifting Men's Bantamweight,None
David Goffin,M,21.0,Belgium,BEL,2012,London,Tennis,Tennis Men's Singles,None
Alan Kazbekovich Gogayev,M,22.0,Russia,RUS,2012,London,Wrestling,"Wrestling Men's Welterweight, Freestyle",None
Maik'o Gogoladze,F,20.0,Georgia,GEO,2012,London,Athletics,Athletics Women's Long Jump,None
Giorgi Gogshelidze,M,32.0,Georgia,GEO,2012,London,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Bronze
Goh Liu Ying,F,23.0,Malaysia,MAS,2012,London,Badminton,Badminton Mixed Doubles,None
"\"Matthew \"\"Matt\"\" Gohdes\"",M,22.0,Australia,AUS,2012,London,Hockey,Hockey Men's Hockey,Bronze
Apostolos Gointoulas,M,27.0,Greece,GRE,2012,London,Rowing,Rowing Men's Coxless Pairs,None
"\"Nikolaos \"\"Nikos\"\" Gointoulas\"",M,27.0,Greece,GRE,2012,London,Rowing,Rowing Men's Coxless Pairs,None
Vladimir Gojkovi,M,31.0,Montenegro,MNE,2012,London,Water Polo,Water Polo Men's Water Polo,None
Jakov Gojun,M,26.0,Croatia,CRO,2012,London,Handball,Handball Men's Handball,Bronze
Anders Christian Golding,M,28.0,Denmark,DEN,2012,London,Shooting,Shooting Men's Skeet,Silver
Grant Goldschmidt,M,29.0,South Africa,RSA,2012,London,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,None
Sara Goller (-Niedrig),F,28.0,Germany-1,GER,2012,London,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,None
Saa Golob,F,20.0,Slovenia,SLO,2012,London,Gymnastics,Gymnastics Women's Individual All-Around,None
Saa Golob,F,20.0,Slovenia,SLO,2012,London,Gymnastics,Gymnastics Women's Floor Exercise,None
Saa Golob,F,20.0,Slovenia,SLO,2012,London,Gymnastics,Gymnastics Women's Uneven Bars,None
Saa Golob,F,20.0,Slovenia,SLO,2012,London,Gymnastics,Gymnastics Women's Balance Beam,None
Kristian Golomeev,M,19.0,Greece,GRE,2012,London,Swimming,Swimming Men's 100 metres Freestyle,None
Luba Golovina,F,22.0,Georgia,GEO,2012,London,Trampolining,Trampolining Women's Individual,None
Olga Gennadyevna Golovkina,F,25.0,Russia,RUS,2012,London,Athletics,"Athletics Women's 5,000 metres",None
Franziska Goltz,F,27.0,Germany,GER,2012,London,Sailing,Sailing Women's One Person Dinghy,None
Carolin Elisabeth Golubytskyi (Wutz-),F,26.0,Germany,GER,2012,London,Fencing,"Fencing Women's Foil, Individual",None
Saleh Saleh Gomaa,M,18.0,Egypt,EGY,2012,London,Football,Football Men's Football,None
Beatriz Branquinho Gomes,F,32.0,Portugal,POR,2012,London,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",None
Beatriz Branquinho Gomes,F,32.0,Portugal,POR,2012,London,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",None
Fbio Gomes da Silva,M,28.0,Brazil,BRA,2012,London,Athletics,Athletics Men's Pole Vault,None
Alejandro Gmez Prez,M,27.0,Venezuela,VEN,2012,London,Swimming,"Swimming Men's 1,500 metres Freestyle",None
Ana Sofa Gmez Porras,F,16.0,Guatemala,GUA,2012,London,Gymnastics,Gymnastics Women's Individual All-Around,None
Ana Sofa Gmez Porras,F,16.0,Guatemala,GUA,2012,London,Gymnastics,Gymnastics Women's Floor Exercise,None
Ana Sofa Gmez Porras,F,16.0,Guatemala,GUA,2012,London,Gymnastics,Gymnastics Women's Uneven Bars,None
Ana Sofa Gmez Porras,F,16.0,Guatemala,GUA,2012,London,Gymnastics,Gymnastics Women's Balance Beam,None
Beatriz Gmez Corts,F,17.0,Spain,ESP,2012,London,Swimming,Swimming Women's 200 metres Individual Medley,None
Daniel Gmez Tanamachi,M,22.0,Mexico,MEX,2012,London,Fencing,"Fencing Men's Foil, Individual",None
Franklin Gmez Matos,M,25.0,Puerto Rico,PUR,2012,London,Wrestling,"Wrestling Men's Lightweight, Freestyle",None
Iaki Gomez Goroztieta,M,24.0,Canada,CAN,2012,London,Athletics,Athletics Men's 20 kilometres Walk,None
Francisco Javier Gmez Noya,M,29.0,Spain,ESP,2012,London,Triathlon,Triathlon Men's Olympic Distance,Silver
Javier Gmez Fuertes,M,25.0,Spain,ESP,2012,London,Gymnastics,Gymnastics Men's Individual All-Around,None
Javier Gmez Fuertes,M,25.0,Spain,ESP,2012,London,Gymnastics,Gymnastics Men's Team All-Around,None
Javier Gmez Fuertes,M,25.0,Spain,ESP,2012,London,Gymnastics,Gymnastics Men's Floor Exercise,None
Javier Gmez Fuertes,M,25.0,Spain,ESP,2012,London,Gymnastics,Gymnastics Men's Parallel Bars,None
Javier Gmez Fuertes,M,25.0,Spain,ESP,2012,London,Gymnastics,Gymnastics Men's Horizontal Bar,None
Javier Gmez Fuertes,M,25.0,Spain,ESP,2012,London,Gymnastics,Gymnastics Men's Rings,None
Javier Gmez Fuertes,M,25.0,Spain,ESP,2012,London,Gymnastics,Gymnastics Men's Pommelled Horse,None
milie Gomis,F,28.0,France,FRA,2012,London,Basketball,Basketball Women's Basketball,Silver
Ana Cludia  da Costa Gonalves,F,19.0,Angola,ANG,2012,London,Basketball,Basketball Women's Basketball,None
Rita Ferro Gonalves,F,31.0,Portugal,POR,2012,London,Sailing,Sailing Women's Three Person Keelboat,None
Yekaterina Gennadyevna Gonchar,F,23.0,Belarus,BLR,2012,London,Athletics,Athletics Women's 4 x 100 metres Relay,None
Marina Sergeyevna Goncharova,F,22.0,Belarus,BLR,2012,London,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
Nataliya Olegovna Goncharova-Obmochayeva,F,23.0,Russia,RUS,2012,London,Volleyball,Volleyball Women's Volleyball,None
Jozef Gnci,M,38.0,Slovakia,SVK,2012,London,Shooting,"Shooting Men's Air Rifle, 10 metres",None
Jozef Gnci,M,38.0,Slovakia,SVK,2012,London,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",None
Jozef Gnci,M,38.0,Slovakia,SVK,2012,London,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",None
Shuichi Gonda,M,23.0,Japan,JPN,2012,London,Football,Football Men's Football,None
Flra Piroska Gondos,F,20.0,Hungary,HUN,2012,London,Diving,Diving Women's Springboard,None
Gong Jinjie,F,25.0,China,CHN,2012,London,Cycling,Cycling Women's Team Sprint,Silver
Gong Lei,M,29.0,China,CHN,2012,London,Sailing,Sailing Men's One Person Heavyweight Dinghy,None
Gong Lijiao,F,23.0,China,CHN,2012,London,Athletics,Athletics Women's Shot Put,Bronze
Carlos Gngora Mercado,M,23.0,Ecuador,ECU,2012,London,Boxing,Boxing Men's Light-Heavyweight,None
Jermaine Gonzales,M,29.0,Jamaica,JAM,2012,London,Athletics,Athletics Men's 400 metres,None
Jermaine Gonzales,M,29.0,Jamaica,JAM,2012,London,Athletics,Athletics Men's 4 x 400 metres Relay,None
Alexis Rubn Gonzlez,M,31.0,Argentina,ARG,2012,London,Volleyball,Volleyball Men's Volleyball,None
Andy Gonzlez Nez,M,24.0,Cuba,CUB,2012,London,Athletics,Athletics Men's 800 metres,None
Angie Sabrina Gonzlez Garca,F,31.0,Venezuela,VEN,2012,London,Cycling,Cycling Women's Omnium,None
Asley Gonzlez Montero,M,22.0,Cuba,CUB,2012,London,Judo,Judo Men's Middleweight,Silver
Diego Gonzlez Parro,M,24.0,Chile,CHI,2012,London,Sailing,Sailing Men's Two Person Dinghy,None
Fabin Gonzlez Vidal,M,20.0,Spain,ESP,2012,London,Gymnastics,Gymnastics Men's Individual All-Around,None
Fabin Gonzlez Vidal,M,20.0,Spain,ESP,2012,London,Gymnastics,Gymnastics Men's Team All-Around,None
Fabin Gonzlez Vidal,M,20.0,Spain,ESP,2012,London,Gymnastics,Gymnastics Men's Floor Exercise,None
Fabin Gonzlez Vidal,M,20.0,Spain,ESP,2012,London,Gymnastics,Gymnastics Men's Parallel Bars,None
Fabin Gonzlez Vidal,M,20.0,Spain,ESP,2012,London,Gymnastics,Gymnastics Men's Horizontal Bar,None
Fabin Gonzlez Vidal,M,20.0,Spain,ESP,2012,London,Gymnastics,Gymnastics Men's Rings,None
Fabin Gonzlez Vidal,M,20.0,Spain,ESP,2012,London,Gymnastics,Gymnastics Men's Pommelled Horse,None
Mara Fernanda Gonzlez Ramrez,F,22.0,Mexico,MEX,2012,London,Swimming,Swimming Women's 100 metres Backstroke,None
Mara Fernanda Gonzlez Ramrez,F,22.0,Mexico,MEX,2012,London,Swimming,Swimming Women's 200 metres Backstroke,None
Joel Gonzlez Bonilla,M,22.0,Spain,ESP,2012,London,Taekwondo,Taekwondo Men's Flyweight,Gold
Melissa Ann Gonzalez,F,23.0,United States,USA,2012,London,Hockey,Hockey Women's Hockey,None
Misleydis Gonzlez Tamayo,F,34.0,Cuba,CUB,2012,London,Athletics,Athletics Women's Shot Put,None
Norma Gonzlez Camilde,F,29.0,Colombia,COL,2012,London,Athletics,Athletics Women's 200 metres,None
Norma Gonzlez Camilde,F,29.0,Colombia,COL,2012,London,Athletics,Athletics Women's 4 x 100 metres Relay,None
Enrique Toms Gonzlez Seplveda,M,26.0,Chile,CHI,2012,London,Gymnastics,Gymnastics Men's Floor Exercise,None
Enrique Toms Gonzlez Seplveda,M,26.0,Chile,CHI,2012,London,Gymnastics,Gymnastics Men's Horse Vault,None
rsula Sarah Gonzlez Garate,F,20.0,Mexico,MEX,2012,London,Fencing,"Fencing Women's Sabre, Individual",None
Yumari Gonzlez Valdinieso,F,33.0,Cuba,CUB,2012,London,Cycling,"Cycling Women's Road Race, Individual",None
Paul Martin Goodison,M,34.0,Great Britain,GBR,2012,London,Sailing,Sailing Men's One Person Dinghy,None
Britt Goodwin,F,29.0,Great Britain,GBR,2012,London,Handball,Handball Women's Handball,None
Marquise Derell Goodwin,M,21.0,United States,USA,2012,London,Athletics,Athletics Men's Long Jump,None
Antonia Pia Anna Gransson,F,21.0,Sweden,SWE,2012,London,Football,Football Women's Football,None
Stepan Gorbachov,M,28.0,Kazakhstan,KAZ,2012,London,Gymnastics,Gymnastics Men's Individual All-Around,None
Stepan Gorbachov,M,28.0,Kazakhstan,KAZ,2012,London,Gymnastics,Gymnastics Men's Floor Exercise,None
Stepan Gorbachov,M,28.0,Kazakhstan,KAZ,2012,London,Gymnastics,Gymnastics Men's Parallel Bars,None
Stepan Gorbachov,M,28.0,Kazakhstan,KAZ,2012,London,Gymnastics,Gymnastics Men's Horizontal Bar,None
Stepan Gorbachov,M,28.0,Kazakhstan,KAZ,2012,London,Gymnastics,Gymnastics Men's Rings,None
Stepan Gorbachov,M,28.0,Kazakhstan,KAZ,2012,London,Gymnastics,Gymnastics Men's Pommelled Horse,None
Timofey Dmitriyevich Gordeychik,M,26.0,Belarus,BLR,2012,London,Diving,Diving Men's Platform,None
Mikhail Nikolayevich Gordeychuk,M,22.0,Belarus,BLR,2012,London,Football,Football Men's Football,None
Irina Andreyevna Gordeyeva,F,25.0,Russia,RUS,2012,London,Athletics,Athletics Women's High Jump,None
Jehue Gordon,M,20.0,Trinidad and Tobago,TTO,2012,London,Athletics,Athletics Men's 400 metres Hurdles,None
Lalonde Keida Gordon,M,23.0,Trinidad and Tobago,TTO,2012,London,Athletics,Athletics Men's 400 metres,Bronze
Lalonde Keida Gordon,M,23.0,Trinidad and Tobago,TTO,2012,London,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
Winston Alanzo Gordon,M,35.0,Great Britain,GBR,2012,London,Judo,Judo Men's Middleweight,None
Martino Goretti,M,26.0,Italy,ITA,2012,London,Rowing,Rowing Men's Lightweight Coxless Fours,None
Julia Grges,F,23.0,Germany,GER,2012,London,Tennis,Tennis Women's Singles,None
Julia Grges,F,23.0,Germany-1,GER,2012,London,Tennis,Tennis Women's Doubles,None
Giulia Gorlero,F,21.0,Italy,ITA,2012,London,Water Polo,Water Polo Women's Water Polo,None
Melissa Anne Gorman,F,26.0,Australia,AUS,2012,London,Swimming,Swimming Women's 10 kilometres Open Water,None
Sergey Andreyevich Gorovoy,M,36.0,Kazakhstan,KAZ,2012,London,Water Polo,Water Polo Men's Water Polo,None
Petar Gora,M,24.0,Croatia,CRO,2012,London,Shooting,"Shooting Men's Air Rifle, 10 metres",None
Paula Gorycka,F,21.0,Poland,POL,2012,London,Cycling,"Cycling Women's Mountainbike, Cross-Country",None
"\"Matthew Harley \"\"Matt\"\" Goss\"",M,25.0,Australia,AUS,2012,London,Cycling,"Cycling Men's Road Race, Individual",None
Thomas Gossland,M,23.0,Canada,CAN,2012,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,None
Mathieu Goubel,M,32.0,France,FRA,2012,London,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",None
Mathieu Goubel,M,32.0,France,FRA,2012,London,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",None
"Kara Goucher (Grgas-, Wheeler-)",F,34.0,United States,USA,2012,London,Athletics,Athletics Women's Marathon,None
Sadegh Goudarzi,M,24.0,Iran,IRI,2012,London,Wrestling,"Wrestling Men's Middleweight, Freestyle",Silver
Westley Gough,M,24.0,New Zealand,NZL,2012,London,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
Simon Gougnard,M,21.0,Belgium,BEL,2012,London,Hockey,Hockey Men's Hockey,None
Georgia Gould,F,32.0,United States,USA,2012,London,Cycling,"Cycling Women's Mountainbike, Cross-Country",Bronze
Zakari Gourouza,M,30.0,Niger,NIG,2012,London,Judo,Judo Men's Extra-Lightweight,None
Nastja Govejek,F,15.0,Slovenia,SLO,2012,London,Swimming,Swimming Women's 100 metres Freestyle,None
Kieran Govers,M,24.0,Australia,AUS,2012,London,Hockey,Hockey Men's Hockey,Bronze
Vikas Shive Gowda,M,29.0,India,IND,2012,London,Athletics,Athletics Men's Discus Throw,None
Micha Goa,M,28.0,Poland,POL,2012,London,Cycling,"Cycling Men's Road Race, Individual",None
"\"Robert Karl \"\"Robbie\"\" Grabarz\"",M,24.0,Great Britain,GBR,2012,London,Athletics,Athletics Men's High Jump,Bronze
Federico Grabich,M,22.0,Argentina,ARG,2012,London,Swimming,Swimming Men's 50 metres Freestyle,None
Federico Grabich,M,22.0,Argentina,ARG,2012,London,Swimming,Swimming Men's 100 metres Backstroke,None
Bert Grabsch,M,37.0,Germany,GER,2012,London,Cycling,"Cycling Men's Road Race, Individual",None
Bert Grabsch,M,37.0,Germany,GER,2012,London,Cycling,Cycling Men's Individual Time Trial,None
Aiga Grabuste,F,24.0,Latvia,LAT,2012,London,Athletics,Athletics Women's Heptathlon,None
Lenua Nicoleta Grdinaru-Grasu,F,40.0,Romania,ROU,2012,London,Athletics,Athletics Women's Discus Throw,None
Cyril Graff,M,31.0,France,FRA,2012,London,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",None
Cyril Graff,M,31.0,France,FRA,2012,London,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",None
Anne-Caroline Graffe,F,26.0,France,FRA,2012,London,Taekwondo,Taekwondo Women's Heavyweight,Silver
Keitani Graham,M,32.0,Federated States of Micronesia,FSM,2012,London,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",None
Katherine Jane Grainger,F,36.0,Great Britain,GBR,2012,London,Rowing,Rowing Women's Double Sculls,Gold
Crisanto Grajales Valencia,M,25.0,Mexico,MEX,2012,London,Triathlon,Triathlon Men's Olympic Distance,None
Tina Schmidt Gramkov (Christensen-),F,41.0,Denmark,DEN,2012,London,Sailing,Sailing Women's Three Person Keelboat,None
Iria Grandal Garca,F,21.0,Spain,ESP,2012,London,Archery,Archery Women's Individual,None
Lara Grangeon,F,20.0,France,FRA,2012,London,Swimming,Swimming Women's 400 metres Individual Medley,None
Sergey Yuryevich Grankin,M,27.0,Russia,RUS,2012,London,Volleyball,Volleyball Men's Volleyball,Gold
Marcel Granollers Pujol,M,26.0,Spain-2,ESP,2012,London,Tennis,Tennis Men's Doubles,None
Anna Martina Granstrm,F,20.0,Sweden,SWE,2012,London,Swimming,Swimming Women's 100 metres Butterfly,None
Anna Martina Granstrm,F,20.0,Sweden,SWE,2012,London,Swimming,Swimming Women's 200 metres Butterfly,None
Anna Martina Granstrm,F,20.0,Sweden,SWE,2012,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,None
Andrew Grant,M,27.0,Australia,AUS,2012,London,Volleyball,Volleyball Men's Volleyball,None
Peter Graves,M,27.0,United States,USA,2012,London,Rowing,Rowing Men's Quadruple Sculls,None
Sarah Gray,F,21.0,New Zealand,NZL,2012,London,Rowing,Rowing Women's Quadruple Sculls,None
Grazielle Pinheiro Guimares Nascimento,F,31.0,Brazil,BRA,2012,London,Football,Football Women's Football,None
Andrey Vladimirovich Grechin,M,24.0,Russia,RUS,2012,London,Swimming,Swimming Men's 50 metres Freestyle,None
Andrey Vladimirovich Grechin,M,24.0,Russia,RUS,2012,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
Andrey Vladimirovich Grechin,M,24.0,Russia,RUS,2012,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,None
Yelizaveta Andriyanovna Grechishnikova,F,28.0,Russia,RUS,2012,London,Athletics,"Athletics Women's 10,000 metres",None
Yevdokia Yuryevna Grechishnikova,F,29.0,Russia,RUS,2012,London,Modern Pentathlon,Modern Pentathlon Women's Individual,None
Daniele Greco,M,23.0,Italy,ITA,2012,London,Athletics,Athletics Men's Triple Jump,None
Jean Greeff,M,22.0,South Africa,RSA,2012,London,Weightlifting,Weightlifting Men's Middle-Heavyweight,None
Jack Peter Green,M,20.0,Great Britain,GBR,2012,London,Athletics,Athletics Men's 400 metres Hurdles,None
Jack Peter Green,M,20.0,Great Britain,GBR,2012,London,Athletics,Athletics Men's 4 x 400 metres Relay,None
Leford Green,M,25.0,Jamaica,JAM,2012,London,Athletics,Athletics Men's 400 metres Hurdles,None
Emma Anna-Maria Green-Tregaro,F,27.0,Sweden,SWE,2012,London,Athletics,Athletics Women's High Jump,None
"\"David Thomas \"\"Dai\"\" Greene\"",M,26.0,Great Britain,GBR,2012,London,Athletics,Athletics Men's 400 metres Hurdles,None
"\"David Thomas \"\"Dai\"\" Greene\"",M,26.0,Great Britain,GBR,2012,London,Athletics,Athletics Men's 4 x 400 metres Relay,None
Sarah Joelle Gregorius,F,24.0,New Zealand,NZL,2012,London,Football,Football Women's Football,None
"\"Alexander John \"\"Alex\"\" Gregory\"",M,28.0,Great Britain,GBR,2012,London,Rowing,Rowing Men's Coxless Fours,Gold
Ryan Gregson,M,22.0,Australia,AUS,2012,London,Athletics,"Athletics Men's 1,500 metres",None
Andre Greipel,M,30.0,Germany,GER,2012,London,Cycling,"Cycling Men's Road Race, Individual",None
Libania Grenot Martnez (-Scafetti),F,29.0,Italy,ITA,2012,London,Athletics,Athletics Women's 400 metres,None
Libania Grenot Martnez (-Scafetti),F,29.0,Italy,ITA,2012,London,Athletics,Athletics Women's 4 x 400 metres Relay,None
